Month,ParkCode,Full Name,Lat,Lon,State Code,Name,Latitude,Longitude,Total Visitors,Population
1,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,10212361,4424376.0
2,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,12927163,4424376.0
3,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,20698590,4424376.0
4,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,26131016,4424376.0
5,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,31066774,4424376.0
6,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,40206974,4424376.0
7,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,43357526,4424376.0
8,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,39287542,4424376.0
9,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,31349153,4424376.0
10,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,26646960,4424376.0
11,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,18794009,4424376.0
12,ABLI,Abraham Lincoln Birthplace National Historical Park,37.5858662,-85.67330523,KY,Kentucky,37.5347,-85.3021,15199421,4424376.0
1,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,10212361,1330158.0
2,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,12927163,1330158.0
3,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,20698590,1330158.0
4,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,26131016,1330158.0
5,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,31066774,1330158.0
6,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,40206974,1330158.0
7,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,43357526,1330158.0
8,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,39287542,1330158.0
9,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,31349153,1330158.0
10,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,26646960,1330158.0
11,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,18794009,1330158.0
12,ACAD,Acadia National Park,44.30777545,-68.30063316,ME,Maine,45.3695,-69.2428,15199421,1330158.0
1,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,10212361,6789319.0
2,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,12927163,6789319.0
3,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,20698590,6789319.0
4,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,26131016,6789319.0
5,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,31066774,6789319.0
6,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,40206974,6789319.0
7,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,43357526,6789319.0
8,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,39287542,6789319.0
9,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,31349153,6789319.0
10,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,26646960,6789319.0
11,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,18794009,6789319.0
12,ADAM,Adams National Historical Park,42.2553961,-71.01160356,MA,Massachusetts,42.2596,-71.8083,15199421,6789319.0
1,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,10212361,19798228.0
2,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,12927163,19798228.0
3,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,20698590,19798228.0
4,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,26131016,19798228.0
5,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,31066774,19798228.0
6,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,40206974,19798228.0
7,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,43357526,19798228.0
8,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,39287542,19798228.0
9,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,31349153,19798228.0
10,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,26646960,19798228.0
11,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,18794009,19798228.0
12,AFBG,African Burial Ground National Monument,40.71452681,-74.00447358,NY,New York,42.9538,-75.5268,15199421,19798228.0
1,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,10212361,1893921.0
2,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,12927163,1893921.0
3,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,20698590,1893921.0
4,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,26131016,1893921.0
5,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,31066774,1893921.0
6,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,40206974,1893921.0
7,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,43357526,1893921.0
8,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,39287542,1893921.0
9,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,31349153,1893921.0
10,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,26646960,1893921.0
11,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,18794009,1893921.0
12,AGFO,Agate Fossil Beds National Monument,42.42170419,-103.753886,NE,Nebraska,41.5378,-99.7951,15199421,1893921.0
1,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,10212361,27419612.0
2,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,12927163,27419612.0
3,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,20698590,27419612.0
4,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,26131016,27419612.0
5,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,31066774,27419612.0
6,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,40206974,27419612.0
7,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,43357526,27419612.0
8,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,39287542,27419612.0
9,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,31349153,27419612.0
10,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,26646960,27419612.0
11,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,18794009,27419612.0
12,ALFL,Alibates Flint Quarries National Monument,35.5819662,-101.6717008,TX,Texas,31.4757,-99.3312,15199421,27419612.0
1,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,10212361,12790505.0
2,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,12927163,12790505.0
3,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,20698590,12790505.0
4,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,26131016,12790505.0
5,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,31066774,12790505.0
6,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,40206974,12790505.0
7,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,43357526,12790505.0
8,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,39287542,12790505.0
9,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,31349153,12790505.0
10,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,26646960,12790505.0
11,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,18794009,12790505.0
12,ALPO,Allegheny Portage Railroad National Historic Site,40.42977467,-78.57431622,PA,Pennsylvania,40.8781,-77.7996,15199421,12790505.0
1,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,10212361,27419612.0
2,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,12927163,27419612.0
3,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,20698590,27419612.0
4,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,26131016,27419612.0
5,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,31066774,27419612.0
6,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,40206974,27419612.0
7,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,43357526,27419612.0
8,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,39287542,27419612.0
9,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,31349153,27419612.0
10,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,26646960,27419612.0
11,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,18794009,27419612.0
12,AMIS,Amistad National Recreation Area,29.53539777,-101.075821,TX,Texas,31.4757,-99.3312,15199421,27419612.0
1,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,10212361,10201635.0
2,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,12927163,10201635.0
3,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,20698590,10201635.0
4,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,26131016,10201635.0
5,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,31066774,10201635.0
6,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,40206974,10201635.0
7,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,43357526,10201635.0
8,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,39287542,10201635.0
9,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,31349153,10201635.0
10,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,26646960,10201635.0
11,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,18794009,10201635.0
12,ANDE,Andersonville National Historic Site,32.19831758,-84.12988898,GA,Georgia,32.6415,-83.4426,15199421,10201635.0
1,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,10212361,738565.0
2,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,12927163,738565.0
3,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,20698590,738565.0
4,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,26131016,738565.0
5,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,31066774,738565.0
6,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,40206974,738565.0
7,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,43357526,738565.0
8,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,39287542,738565.0
9,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,31349153,738565.0
10,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,26646960,738565.0
11,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,18794009,738565.0
12,ANIA,Aniakchak National Monument & Preserve,56.85317675,-157.5544362,AK,Alaska,64.0685,-152.2782,15199421,738565.0
1,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,10212361,6597381.0
2,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,12927163,6597381.0
3,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,20698590,6597381.0
4,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,26131016,6597381.0
5,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,31066774,6597381.0
6,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,40206974,6597381.0
7,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,43357526,6597381.0
8,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,39287542,6597381.0
9,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,31349153,6597381.0
10,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,26646960,6597381.0
11,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,18794009,6597381.0
12,ANJO,Andrew Johnson National Historic Site,36.15624509,-82.83709021,TN,Tennessee,35.858000000000004,-86.3505,15199421,6597381.0
1,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,10212361,5996079.0
2,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,12927163,5996079.0
3,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,20698590,5996079.0
4,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,26131016,5996079.0
5,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,31066774,5996079.0
6,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,40206974,5996079.0
7,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,43357526,5996079.0
8,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,39287542,5996079.0
9,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,31349153,5996079.0
10,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,26646960,5996079.0
11,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,18794009,5996079.0
12,ANTI,Antietam National Battlefield,39.46763452,-77.73828017,MD,Maryland,39.055,-76.7909,15199421,5996079.0
1,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,10212361,8365952.0
2,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,12927163,8365952.0
3,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,20698590,8365952.0
4,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,26131016,8365952.0
5,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,31066774,8365952.0
6,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,40206974,8365952.0
7,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,43357526,8365952.0
8,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,39287542,8365952.0
9,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,31349153,8365952.0
10,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,26646960,8365952.0
11,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,18794009,8365952.0
12,APCO,Appomattox Court House National Historical Park,37.38022164,-78.79856982,VA,Virginia,37.5215,-78.8537,15199421,8365952.0
1,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,10212361,5763217.0
2,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,12927163,5763217.0
3,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,20698590,5763217.0
4,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,26131016,5763217.0
5,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,31066774,5763217.0
6,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,40206974,5763217.0
7,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,43357526,5763217.0
8,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,39287542,5763217.0
9,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,31349153,5763217.0
10,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,26646960,5763217.0
11,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,18794009,5763217.0
12,APIS,Apostle Islands National Lakeshore,46.96240467,-90.66045665,WI,Wisconsin,44.6243,-89.9941,15199421,5763217.0
1,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,10212361,2993941.0
2,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,12927163,2993941.0
3,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,20698590,2993941.0
4,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,26131016,2993941.0
5,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,31066774,2993941.0
6,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,40206974,2993941.0
7,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,43357526,2993941.0
8,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,39287542,2993941.0
9,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,31349153,2993941.0
10,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,26646960,2993941.0
11,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,18794009,2993941.0
12,ARCH,Arches National Park,38.72261844,-109.5863666,UT,Utah,39.3055,-111.6703,15199421,2993941.0
1,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,10212361,8365952.0
2,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,12927163,8365952.0
3,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,20698590,8365952.0
4,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,26131016,8365952.0
5,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,31066774,8365952.0
6,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,40206974,8365952.0
7,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,43357526,8365952.0
8,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,39287542,8365952.0
9,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,31349153,8365952.0
10,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,26646960,8365952.0
11,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,18794009,8365952.0
12,ARHO,"Arlington House, The Robert  E. Lee Memorial",38.8822021484375,-77.0734786987305,VA,Virginia,37.5215,-78.8537,15199421,8365952.0
1,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,10212361,2977944.0
2,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,12927163,2977944.0
3,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,20698590,2977944.0
4,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,26131016,2977944.0
5,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,31066774,2977944.0
6,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,40206974,2977944.0
7,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,43357526,2977944.0
8,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,39287542,2977944.0
9,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,31349153,2977944.0
10,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,26646960,2977944.0
11,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,18794009,2977944.0
12,ARPO,Arkansas Post National Memorial,34.00389998,-91.30837178,AR,Arkansas,34.8938,-92.4426,15199421,2977944.0
1,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,10212361,2084828.0
2,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,12927163,2084828.0
3,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,20698590,2084828.0
4,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,26131016,2084828.0
5,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,31066774,2084828.0
6,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,40206974,2084828.0
7,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,43357526,2084828.0
8,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,39287542,2084828.0
9,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,31349153,2084828.0
10,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,26646960,2084828.0
11,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,18794009,2084828.0
12,AZRU,Aztec Ruins National Monument,36.83682216,-107.9999245,NM,New Mexico,34.4071,-106.1126,15199421,2084828.0
1,BADL,Badlands National Park,43.68584846,-102.482942,SD,South Dakota,44.4443,-100.2263,10212361,855444.0
2,BADL,Badlands National Park,43.68584846,-102.482942,SD,South Dakota,44.4443,-100.2263,12927163,855444.0
3,BADL,Badlands National Park,43.68584846,-102.482942,SD,South Dakota,44.4443,-100.2263,20698590,855444.0
4,BADL,Badlands National Park,43.68584846,-102.482942,SD,South Dakota,44.4443,-100.2263,26131016,855444.0
