,ParkCode,Month,Visitors,StateCode,Full Name,Lat,Lon
45,adam,9,22021,MA,Adams National Historical Park,42.2553961,-71.01160356
46,adam,10,6031,MA,Adams National Historical Park,42.2553961,-71.01160356
47,adam,11,256,MA,Adams National Historical Park,42.2553961,-71.01160356
48,boaf,0,2349,MA,Boston African American National Historic Site,42.35908295,-71.06764181
49,boaf,1,6113,MA,Boston African American National Historic Site,42.35908295,-71.06764181
50,boaf,2,5988,MA,Boston African American National Historic Site,42.35908295,-71.06764181
51,boaf,3,7817,MA,Boston African American National Historic Site,42.35908295,-71.06764181
52,boaf,4,41769,MA,Boston African American National Historic Site,42.35908295,-71.06764181
53,boaf,5,100652,MA,Boston African American National Historic Site,42.35908295,-71.06764181
54,boaf,6,95579,MA,Boston African American National Historic Site,42.35908295,-71.06764181
55,boaf,7,88618,MA,Boston African American National Historic Site,42.35908295,-71.06764181
56,boaf,8,32197,MA,Boston African American National Historic Site,42.35908295,-71.06764181
57,boaf,9,21473,MA,Boston African American National Historic Site,42.35908295,-71.06764181
58,boaf,10,10269,MA,Boston African American National Historic Site,42.35908295,-71.06764181
59,boaf,11,6761,MA,Boston African American National Historic Site,42.35908295,-71.06764181
60,bost,0,54898,MA,Boston National Historical Park,42.36957407,-71.05536763
61,bost,1,82987,MA,Boston National Historical Park,42.36957407,-71.05536763
62,bost,2,153851,MA,Boston National Historical Park,42.36957407,-71.05536763
63,bost,3,229628,MA,Boston National Historical Park,42.36957407,-71.05536763
64,bost,4,298885,MA,Boston National Historical Park,42.36957407,-71.05536763
65,bost,5,405914,MA,Boston National Historical Park,42.36957407,-71.05536763
66,bost,6,505800,MA,Boston National Historical Park,42.36957407,-71.05536763
67,bost,7,456429,MA,Boston National Historical Park,42.36957407,-71.05536763
68,bost,8,353098,MA,Boston National Historical Park,42.36957407,-71.05536763
69,bost,9,359876,MA,Boston National Historical Park,42.36957407,-71.05536763
70,bost,10,172784,MA,Boston National Historical Park,42.36957407,-71.05536763
71,bost,11,127684,MA,Boston National Historical Park,42.36957407,-71.05536763
72,caco,0,114182,MA,Cape Cod National Seashore,41.92381465,-70.04319832
73,caco,1,131478,MA,Cape Cod National Seashore,41.92381465,-70.04319832
74,caco,2,158934,MA,Cape Cod National Seashore,41.92381465,-70.04319832
75,caco,3,216513,MA,Cape Cod National Seashore,41.92381465,-70.04319832
76,caco,4,361965,MA,Cape Cod National Seashore,41.92381465,-70.04319832
77,caco,5,444653,MA,Cape Cod National Seashore,41.92381465,-70.04319832
78,caco,6,660198,MA,Cape Cod National Seashore,41.92381465,-70.04319832
79,caco,7,752184,MA,Cape Cod National Seashore,41.92381465,-70.04319832
80,caco,8,554274,MA,Cape Cod National Seashore,41.92381465,-70.04319832
81,caco,9,329706,MA,Cape Cod National Seashore,41.92381465,-70.04319832
82,caco,10,181896,MA,Cape Cod National Seashore,41.92381465,-70.04319832
83,caco,11,190121,MA,Cape Cod National Seashore,41.92381465,-70.04319832
84,frla,0,12,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
85,frla,1,105,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
86,frla,2,343,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
87,frla,3,865,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
88,frla,4,328,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
89,frla,5,623,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
90,frla,6,913,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
91,frla,7,959,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
92,frla,8,1703,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
93,frla,9,1233,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
94,frla,10,634,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
95,frla,11,73,MA,Frederick Law Olmsted National Historic Site,42.32424266,-71.13202567
96,jofi,0,3,MA,John Fitzgerald Kennedy National Historic Site,42.34693694,-71.12323846
97,jofi,1,146,MA,John Fitzgerald Kennedy National Historic Site,42.34693694,-71.12323846
98,jofi,2,217,MA,John Fitzgerald Kennedy National Historic Site,42.34693694,-71.12323846
99,jofi,3,543,MA,John Fitzgerald Kennedy National Historic Site,42.34693694,-71.12323846
