UnitCode,Month,Visitors
MIIN,10,32
MIIN,11,32
NEPE,0,6170
NEPE,1,12537
NEPE,2,6020
NEPE,3,14958
NEPE,4,20960
NEPE,5,20787
NEPE,6,24610
NEPE,7,24426
NEPE,8,24890
NEPE,9,19582
NEPE,10,19214
NEPE,11,21914
YELL,0,33896
YELL,1,31650
YELL,2,28695
YELL,3,48150
YELL,4,434385
YELL,5,781853
YELL,6,936062
YELL,7,820006
YELL,8,693118
YELL,9,171339
YELL,10,15628
YELL,11,25506
JEFF,0,18962
JEFF,1,51416
JEFF,2,164238
JEFF,3,138309
JEFF,4,165964
JEFF,5,296149
JEFF,6,583866
JEFF,7,208999
JEFF,8,127764
JEFF,9,122770
JEFF,10,91836
JEFF,11,85036
LIHO,0,176
LIHO,1,4841
LIHO,2,12126
LIHO,3,24994
LIHO,4,36577
LIHO,5,24601
LIHO,6,29314
LIHO,7,22486
LIHO,8,14272
LIHO,9,16983
LIHO,10,7617
LIHO,11,3829
GERO,0,633
GERO,1,2404
GERO,2,4104
GERO,3,11845
GERO,4,36257
GERO,5,8702
GERO,6,28453
GERO,7,15558
GERO,8,10039
GERO,9,9856
GERO,10,5608
GERO,11,6671
INDU,0,69916
INDU,1,85702
INDU,2,219070
INDU,3,107862
INDU,4,142403
INDU,5,302203
INDU,6,449968
INDU,7,290469
INDU,8,206226
INDU,9,105984
INDU,10,79674
INDU,11,74808
LIBO,0,37
LIBO,1,1123
LIBO,2,2383
LIBO,3,4782
LIBO,4,11453
LIBO,5,28179
LIBO,6,60560
LIBO,7,7913
LIBO,8,18719
LIBO,9,1724
LIBO,10,1492
LIBO,11,349
EFMO,0,1714
EFMO,1,2550
EFMO,2,3142
EFMO,3,2034
EFMO,4,5723
EFMO,5,9144
EFMO,6,11405
EFMO,7,10110
EFMO,8,6512
EFMO,9,9325
EFMO,10,1856
EFMO,11,2066
HEHO,0,1088
HEHO,1,2483
HEHO,2,13869
HEHO,3,7318
HEHO,4,12954
HEHO,5,13943
HEHO,6,17001
HEHO,7,20359
HEHO,8,11425
HEHO,9,10407
HEHO,10,7289
HEHO,11,7552
BRVB,0,41
BRVB,1,906
BRVB,2,2158
BRVB,3,1894
BRVB,4,2889
BRVB,5,2551
BRVB,6,3183
BRVB,7,1896
BRVB,8,1397
BRVB,9,1626
BRVB,10,1950
BRVB,11,922
FOLS,0,20
FOLS,1,620
FOLS,2,1174
FOLS,3,2182
FOLS,4,4450
FOLS,5,3345
FOLS,6,4173
FOLS,7,2928
FOLS,8,2158
FOLS,9,3292
FOLS,10,1478
FOLS,11,1138
FOSC,0,135
FOSC,1,574
FOSC,2,1333
FOSC,3,2800
FOSC,4,3290
FOSC,5,3087
FOSC,6,2918
FOSC,7,2198
FOSC,8,2546
FOSC,9,2242
FOSC,10,1470
FOSC,11,1475
NICO,0,7
NICO,1,42
NICO,2,126
NICO,3,189
NICO,4,285
NICO,5,677
NICO,6,941
NICO,7,434
NICO,8,258
NICO,9,369
NICO,10,104
NICO,11,108
TAPR,0,245
TAPR,1,379
TAPR,2,1447
TAPR,3,2455
TAPR,4,3462
TAPR,5,5677
TAPR,6,4822
TAPR,7,3820
TAPR,8,4254
TAPR,9,4225
TAPR,10,2137
TAPR,11,827
ABLI,0,1939
ABLI,1,6534
ABLI,2,14566
ABLI,3,16496
ABLI,4,24646
ABLI,5,26854
ABLI,6,37334
ABLI,7,34816
ABLI,8,32877
ABLI,9,19425
ABLI,10,15975
ABLI,11,6764
BISO,0,34256
BISO,1,42159
BISO,2,41577
BISO,3,61262
BISO,4,95441
BISO,5,87592
BISO,6,66724
BISO,7,72051
BISO,8,80407
BISO,9,75688
BISO,10,55058
BISO,11,38279
CUGA,0,164
CUGA,1,31274
CUGA,2,53292
CUGA,3,77489
CUGA,4,68678
CUGA,5,72887
CUGA,6,85082
CUGA,7,77974
CUGA,8,68560
CUGA,9,75831
CUGA,10,57344
CUGA,11,36023
MACA,0,3651
MACA,1,10346
MACA,2,45779
MACA,3,55210
MACA,4,53461
MACA,5,76995
MACA,6,102436
MACA,7,72400
MACA,8,43525
MACA,9,48713
MACA,10,22247
MACA,11,16827
ACAD,0,8532
ACAD,1,9154
ACAD,2,20161
ACAD,3,68046
ACAD,4,226156
ACAD,5,490720
ACAD,6,756439
ACAD,7,759735
ACAD,8,603273
ACAD,9,436194
ACAD,10,46011
ACAD,11,12865
SACR,0,0
SACR,1,0
SACR,2,0
SACR,3,0
SACR,4,1052
SACR,5,1644
SACR,6,2671
SACR,7,2657
SACR,8,2251
SACR,9,1338
SACR,10,0
SACR,11,0
CARI,0,41
CARI,1,1368
CARI,2,2992
CARI,3,2717
CARI,4,2977
CARI,5,3440
CARI,6,4188
CARI,7,3303
CARI,8,1012
CARI,9,3748
CARI,10,2465
CARI,11,1671
JAZZ,0,400
JAZZ,1,3802
JAZZ,2,4845
JAZZ,3,4385
JAZZ,4,3355
JAZZ,5,4186
JAZZ,6,3173
JAZZ,7,3131
JAZZ,8,2647
JAZZ,9,3591
JAZZ,10,3416
JAZZ,11,4118
JELA,0,14061
JELA,1,36734
JELA,2,66490
JELA,3,58066
JELA,4,54829
JELA,5,56752
JELA,6,49748
JELA,7,46991
JELA,8,51525
JELA,9,57565
JELA,10,50221
JELA,11,47347
VICK,0,38900
VICK,1,35128
VICK,2,51942
VICK,3,57040
VICK,4,60368
VICK,5,68528
VICK,6,49592
VICK,7,41572
VICK,8,40908
VICK,9,30800
VICK,10,53758
VICK,11,47920
ADAM,0,27
ADAM,1,179
ADAM,2,253
ADAM,3,537
ADAM,4,13187
ADAM,5,23963
ADAM,6,75333
ADAM,7,26011
ADAM,8,19602
ADAM,9,22021
ADAM,10,6031
ADAM,11,256
BOAF,0,2349
BOAF,1,6113
BOAF,2,5988
BOAF,3,7817
BOAF,4,41769
BOAF,5,100652
BOAF,6,95579
BOAF,7,88618
BOAF,8,32197
BOAF,9,21473
BOAF,10,10269
BOAF,11,6761
BOST,0,54898
BOST,1,82987
BOST,2,153851
BOST,3,229628
BOST,4,298885
BOST,5,405914
BOST,6,505800
BOST,7,456429
BOST,8,353098
BOST,9,359876
BOST,10,172784
BOST,11,127684
CACO,0,114182
CACO,1,131478
CACO,2,158934
CACO,3,216513
CACO,4,361965
CACO,5,444653
CACO,6,660198
CACO,7,752184
CACO,8,554274
CACO,9,329706
CACO,10,181896
CACO,11,190121
FRLA,0,12
FRLA,1,105
FRLA,2,343
FRLA,3,865
FRLA,4,328
FRLA,5,623
FRLA,6,913
FRLA,7,959
FRLA,8,1703
FRLA,9,1233
FRLA,10,634
FRLA,11,73
JOFI,0,3
JOFI,1,146
JOFI,2,217
JOFI,3,543
JOFI,4,1853
JOFI,5,3023
JOFI,6,3531
JOFI,7,3702
JOFI,8,2885
JOFI,9,8532
JOFI,10,267
JOFI,11,136
LONG,0,620
LONG,1,851
LONG,2,1295
LONG,3,2305
LONG,4,5054
LONG,5,9337
LONG,6,8219
LONG,7,8335
LONG,8,8660
LONG,9,6296
LONG,10,2237
LONG,11,1803
LOWE,0,1440
LOWE,1,35507
LOWE,2,25109
LOWE,3,24685
LOWE,4,33952
LOWE,5,30219
LOWE,6,190450
LOWE,7,52149
LOWE,8,16228
LOWE,9,19620
LOWE,10,44091
LOWE,11,8086
MIMA,0,37648
MIMA,1,27742
MIMA,2,50337
MIMA,3,124123
MIMA,4,120867
MIMA,5,110580
MIMA,6,117180
MIMA,7,106075
MIMA,8,93288
MIMA,9,122114
MIMA,10,55468
MIMA,11,51904
NEBE,0,3853
NEBE,1,5903
NEBE,2,7656
NEBE,3,10776
NEBE,4,12236
NEBE,5,15416
NEBE,6,21808
NEBE,7,22492
NEBE,8,13657
NEBE,9,13748
NEBE,10,7976
NEBE,11,7906
SAIR,0,150
SAIR,1,372
SAIR,2,481
SAIR,3,534
SAIR,4,375
SAIR,5,1342
SAIR,6,1195
SAIR,7,1434
SAIR,8,1230
SAIR,9,1037
SAIR,10,0
SAIR,11,0
SAMA,0,422
SAMA,1,4402
SAMA,2,7891
SAMA,3,14802
SAMA,4,20634
SAMA,5,36138
SAMA,6,45454
SAMA,7,40384
SAMA,8,36971
SAMA,9,113216
SAMA,10,14074
SAMA,11,4850
SPAR,0,56
SPAR,1,981
SPAR,2,1277
SPAR,3,1316
SPAR,4,1448
SPAR,5,2744
SPAR,6,3203
SPAR,7,2660
SPAR,8,2698
SPAR,9,2247
SPAR,10,1382
SPAR,11,967
ANTI,0,1280
ANTI,1,6421
ANTI,2,15462
ANTI,3,24037
ANTI,4,33228
ANTI,5,37948
ANTI,6,48965
ANTI,7,33531
ANTI,8,27684
ANTI,9,28643
ANTI,10,16173
ANTI,11,13971
ASIS,0,64032
ASIS,1,43977
ASIS,2,74089
ASIS,3,153044
ASIS,4,199049
ASIS,5,312094
ASIS,6,502416
ASIS,7,453668
ASIS,8,274394
ASIS,9,144479
ASIS,10,76779
ASIS,11,46515
CATO,0,9339
CATO,1,3243
CATO,2,21266
CATO,3,25887
CATO,4,9419
CATO,5,48622
CATO,6,34384
CATO,7,32928
CATO,8,34645
CATO,9,42065
CATO,10,23371
CATO,11,11677
CHOH,0,199712
CHOH,1,200441
CHOH,2,287249
CHOH,3,425458
CHOH,4,512921
CHOH,5,704171
CHOH,6,622845
CHOH,7,569556
CHOH,8,574676
CHOH,9,426628
CHOH,10,358222
CHOH,11,234908
CLBA,0,0
CLBA,1,100
CLBA,2,350
CLBA,3,450
CLBA,4,450
CLBA,5,450
CLBA,6,450
CLBA,7,450
CLBA,8,450
CLBA,9,400
CLBA,10,350
CLBA,11,200
FOMC,0,486
FOMC,1,18712
FOMC,2,31629
FOMC,3,54103
FOMC,4,66277
FOMC,5,50213
FOMC,6,51087
FOMC,7,50600
FOMC,8,56251
FOMC,9,19998
FOMC,10,11496
FOMC,11,8693
FOWA,0,1034
FOWA,1,7685
FOWA,2,53852
FOWA,3,45809
FOWA,4,57676
FOWA,5,63195
FOWA,6,66778
FOWA,7,43748
FOWA,8,38388
FOWA,9,17352
FOWA,10,16756
FOWA,11,11595
GREE,0,1437
GREE,1,5262
GREE,2,12559
GREE,3,18189
GREE,4,23552
GREE,5,23643
GREE,6,19030
GREE,7,18094
GREE,8,3436
GREE,9,1500
GREE,10,1000
GREE,11,1000
GWMP,0,181007
GWMP,1,308090
GWMP,2,526192
GWMP,3,764112
GWMP,4,805582
GWMP,5,733665
GWMP,6,888824
GWMP,7,864637
GWMP,8,690369
GWMP,9,643294
GWMP,10,621793
GWMP,11,459700
HAFE,0,161
HAFE,1,2824
HAFE,2,12869
HAFE,3,28319
HAFE,4,33285
HAFE,5,41471
HAFE,6,41765
HAFE,7,40321
HAFE,8,32330
HAFE,9,36137
HAFE,10,21958
HAFE,11,8137
HAMP,0,15
HAMP,1,2041
HAMP,2,2243
HAMP,3,2472
HAMP,4,2642
HAMP,5,2512
HAMP,6,2334
HAMP,7,2832
HAMP,8,2134
HAMP,9,2869
HAMP,10,2544
HAMP,11,3596
MONO,0,5948
MONO,1,1940
MONO,2,10662
MONO,3,11873
MONO,4,14266
MONO,5,18238
MONO,6,16381
MONO,7,15657
MONO,8,21023
MONO,9,13115
MONO,10,7175
MONO,11,8691
PISC,0,4584
PISC,1,14036
PISC,2,23060
PISC,3,22510
PISC,4,29192
PISC,5,32185
PISC,6,38905
PISC,7,43665
PISC,8,38702
PISC,9,47036
PISC,10,22684
PISC,11,13170
THST,0,108
THST,1,167
THST,2,352
THST,3,1137
THST,4,786
THST,5,695
THST,6,594
THST,7,539
THST,8,1493
THST,9,1053
THST,10,568
THST,11,528
ISRO,0,4
ISRO,1,37
ISRO,2,55
ISRO,3,61
ISRO,4,1055
ISRO,5,4837
ISRO,6,7714
ISRO,7,8798
ISRO,8,3342
ISRO,9,402
ISRO,10,47
ISRO,11,58
KEWE,0,0
KEWE,1,365
KEWE,2,513
KEWE,3,458
KEWE,4,2067
KEWE,5,2214
KEWE,6,4244
KEWE,7,4399
KEWE,8,3714
KEWE,9,2050
KEWE,10,153
KEWE,11,358
PIRO,0,18635
PIRO,1,20092
PIRO,2,18510
PIRO,3,9860
PIRO,4,43944
PIRO,5,116857
PIRO,6,211480
PIRO,7,212635
PIRO,8,128718
PIRO,9,60334
PIRO,10,5637
PIRO,11,12013
RIRA,0,16693
RIRA,1,12619
RIRA,2,16607
RIRA,3,18343
RIRA,4,22929
RIRA,5,24148
RIRA,6,23827
RIRA,7,28671
RIRA,8,19473
RIRA,9,18170
RIRA,10,12428
RIRA,11,12446
SLBE,0,10663
SLBE,1,11830
SLBE,2,23057
SLBE,3,31584
SLBE,4,73147
SLBE,5,200494
SLBE,6,499376
SLBE,7,397417
SLBE,8,187498
SLBE,9,105630
SLBE,10,16318
SLBE,11,12987
GRPO,0,45
GRPO,1,1178
GRPO,2,1951
GRPO,3,1680
GRPO,4,5619
GRPO,5,14226
GRPO,6,21929
GRPO,7,28561
GRPO,8,10659
GRPO,9,6480
GRPO,10,1389
GRPO,11,1268
MISS,0,14748
MISS,1,23989
MISS,2,28378
MISS,3,24273
MISS,4,44731
MISS,5,39590
MISS,6,50597
MISS,7,44205
MISS,8,32300
MISS,9,22234
MISS,10,26417
MISS,11,23220
PIPE,0,2
PIPE,1,250
PIPE,2,1178
PIPE,3,2458
PIPE,4,10072
PIPE,5,13185
PIPE,6,16752
PIPE,7,16235
PIPE,8,8928
PIPE,9,6250
PIPE,10,1448
PIPE,11,750
SACN,0,609
SACN,1,151
SACN,2,211
SACN,3,24746
SACN,4,84689
SACN,5,128517
SACN,6,159457
SACN,7,139884
SACN,8,81626
SACN,9,14345
SACN,10,3588
SACN,11,435
VOYA,0,4458
VOYA,1,7602
VOYA,2,3214
VOYA,3,213
VOYA,4,28198
VOYA,5,47387
VOYA,6,52031
VOYA,7,50586
VOYA,8,25517
VOYA,9,11047
VOYA,10,2472
VOYA,11,249
GUIS,0,120594
GUIS,1,299043
GUIS,2,495965
GUIS,3,564302
GUIS,4,699278
GUIS,5,561638
GUIS,6,621752
GUIS,7,569383
GUIS,8,473992
GUIS,9,412684
GUIS,10,451902
GUIS,11,329707
NATC,0,6198
NATC,1,9648
NATC,2,26436
NATC,3,23695
NATC,4,21049
NATC,5,16320
NATC,6,12391
NATC,7,11956
NATC,8,13929
NATC,9,19292
NATC,10,12843
NATC,11,8366
NATR,0,485642
NATR,1,472579
NATR,2,550701
NATR,3,560343
NATR,4,540971
NATR,5,562198
NATR,6,578598
NATR,7,536957
NATR,8,562171
NATR,9,518106
NATR,10,469752
NATR,11,458023
VICK,0,38900
VICK,1,35128
VICK,2,51942
VICK,3,57040
VICK,4,60368
VICK,5,68528
VICK,6,49592
VICK,7,41572
VICK,8,40908
VICK,9,30800
VICK,10,53758
VICK,11,47920
GWCA,0,123
GWCA,1,2376
GWCA,2,6697
GWCA,3,7378
GWCA,4,5035
GWCA,5,3892
GWCA,6,5032
GWCA,7,3005
GWCA,8,5492
GWCA,9,5285
GWCA,10,3620
GWCA,11,1618
HSTR,0,233
HSTR,1,639
HSTR,2,2349
HSTR,3,2485
HSTR,4,3316
HSTR,5,4017
HSTR,6,5063
HSTR,7,3557
HSTR,8,3142
HSTR,9,3265
HSTR,10,1788
HSTR,11,892
JEFF,0,18962
JEFF,1,51416
JEFF,2,164238
JEFF,3,138309
JEFF,4,165964
JEFF,5,296149
JEFF,6,583866
JEFF,7,208999
JEFF,8,127764
JEFF,9,122770
JEFF,10,91836
JEFF,11,85036
OZAR,0,17725
OZAR,1,20350
OZAR,2,47241
OZAR,3,66417
OZAR,4,93998
OZAR,5,168258
OZAR,6,266730
OZAR,7,243155
OZAR,8,132415
OZAR,9,72543
OZAR,10,63531
OZAR,11,29126
ULSG,0,87
ULSG,1,1338
ULSG,2,2529
ULSG,3,3238
ULSG,4,5491
ULSG,5,5418
ULSG,6,5886
ULSG,7,4872
ULSG,8,3184
ULSG,9,3277
ULSG,10,2350
ULSG,11,1779
WICR,0,7964
WICR,1,6743
WICR,2,11996
WICR,3,18162
WICR,4,19988
WICR,5,23302
WICR,6,25600
WICR,7,47190
WICR,8,27678
WICR,9,26524
WICR,10,7297
WICR,11,10394
BICA,0,5713
BICA,1,4082
BICA,2,7091
BICA,3,14104
BICA,4,26038
BICA,5,47620
BICA,6,41646
BICA,7,63717
BICA,8,23104
BICA,9,7016
BICA,10,4569
BICA,11,4959
BIHO,0,94
BIHO,1,263
BIHO,2,479
BIHO,3,721
BIHO,4,6253
BIHO,5,8173
BIHO,6,10502
BIHO,7,8969
BIHO,8,6338
BIHO,9,3268
BIHO,10,506
BIHO,11,295
GLAC,0,13581
GLAC,1,11240
GLAC,2,23989
GLAC,3,35491
GLAC,4,167403
GLAC,5,544088
GLAC,6,879711
GLAC,7,771874
GLAC,8,488909
GLAC,9,78408
GLAC,10,20008
GLAC,11,15137
GRKO,0,31
GRKO,1,269
GRKO,2,454
GRKO,3,833
GRKO,4,2514
GRKO,5,3824
GRKO,6,4747
GRKO,7,3939
GRKO,8,2169
GRKO,9,4905
GRKO,10,487
GRKO,11,871
LIBI,0,0
LIBI,1,300
LIBI,2,2837
LIBI,3,7315
LIBI,4,33060
LIBI,5,61009
LIBI,6,45953
LIBI,7,37714
LIBI,8,33720
LIBI,9,15368
LIBI,10,2605
LIBI,11,1423
NEPE,0,6170
NEPE,1,12537
NEPE,2,6020
NEPE,3,14958
NEPE,4,20960
NEPE,5,20787
NEPE,6,24610
NEPE,7,24426
NEPE,8,24890
NEPE,9,19582
NEPE,10,19214
NEPE,11,21914
YELL,0,33896
YELL,1,31650
YELL,2,28695
YELL,3,48150
YELL,4,434385
YELL,5,781853
YELL,6,936062
YELL,7,820006
YELL,8,693118
YELL,9,171339
YELL,10,15628
YELL,11,25506
AGFO,0,0
AGFO,1,94
AGFO,2,401
AGFO,3,391
AGFO,4,2188
AGFO,5,3276
AGFO,6,4222
AGFO,7,2775
AGFO,8,2227
AGFO,9,780
AGFO,10,253
AGFO,11,50
HOME,0,406
HOME,1,2188
HOME,2,2497
HOME,3,4885
HOME,4,9646
HOME,5,10080
HOME,6,7533
HOME,7,5874
HOME,8,6595
HOME,9,6998
HOME,10,2604
HOME,11,2330
MNRR,0,3772
MNRR,1,4269
MNRR,2,5276
MNRR,3,11933
MNRR,4,10764
MNRR,5,13746
MNRR,6,12084
MNRR,7,12303
MNRR,8,29816
MNRR,9,11367
MNRR,10,7608
MNRR,11,6342
NIOB,0,790
NIOB,1,440
NIOB,2,1344
NIOB,3,1465
NIOB,4,5669
NIOB,5,9899
NIOB,6,18345
NIOB,7,13219
NIOB,8,6941
NIOB,9,1719
NIOB,10,622
NIOB,11,359
SCBL,0,1868
SCBL,1,1869
SCBL,2,6421
SCBL,3,8470
SCBL,4,15616
SCBL,5,26314
SCBL,6,33926
SCBL,7,28917
SCBL,8,21467
SCBL,9,11050
SCBL,10,3912
SCBL,11,6177
SAGA,0,195
SAGA,1,253
SAGA,2,260
SAGA,3,385
SAGA,4,1366
SAGA,5,4510
SAGA,6,5870
SAGA,7,8303
SAGA,8,5340
SAGA,9,4545
SAGA,10,510
SAGA,11,222
DEVA,0,111954
DEVA,1,112925
DEVA,2,178553
DEVA,3,177696
DEVA,4,155378
DEVA,5,122013
DEVA,6,142487
DEVA,7,165632
DEVA,8,168894
DEVA,9,138152
DEVA,10,132013
DEVA,11,135248
GRBA,0,689
GRBA,1,1060
GRBA,2,2391
GRBA,3,6100
GRBA,4,11516
GRBA,5,23246
GRBA,6,23290
GRBA,7,24674
GRBA,8,22735
GRBA,9,11772
GRBA,10,3330
GRBA,11,999
LAKE,0,463711
LAKE,1,532361
LAKE,2,649071
LAKE,3,700689
LAKE,4,721614
LAKE,5,776181
LAKE,6,793801
LAKE,7,649731
LAKE,8,631999
LAKE,9,621325
LAKE,10,539690
LAKE,11,418876
MOJA,0,50479
MOJA,1,51962
MOJA,2,71407
MOJA,3,74705
MOJA,4,66365
MOJA,5,66780
MOJA,6,59659
MOJA,7,74117
MOJA,8,66019
MOJA,9,67706
MOJA,10,90706
MOJA,11,101611
DEWA,0,130962
DEWA,1,156297
DEWA,2,146048
DEWA,3,249160
DEWA,4,336632
DEWA,5,355136
DEWA,6,510552
DEWA,7,434019
DEWA,8,328025
DEWA,9,301758
DEWA,10,254518
DEWA,11,171758
EDIS,0,1957
EDIS,1,1957
EDIS,2,2560
EDIS,3,3295
EDIS,4,3408
EDIS,5,4792
EDIS,6,5067
EDIS,7,6102
EDIS,8,2603
EDIS,9,3106
EDIS,10,4197
EDIS,11,3180
GATE,0,504178
GATE,1,543132
GATE,2,653021
GATE,3,662417
GATE,4,818697
GATE,5,1055032
GATE,6,1223949
GATE,7,1085625
GATE,8,908313
GATE,9,733807
GATE,10,655858
GATE,11,561593
INDE,0,59682
INDE,1,179578
INDE,2,309348
INDE,3,455740
INDE,4,548136
INDE,5,574706
INDE,6,553191
INDE,7,473898
INDE,8,409902
INDE,9,362563
INDE,10,336151
INDE,11,269564
MORR,0,628
MORR,1,14567
MORR,2,15397
MORR,3,28313
MORR,4,25772
MORR,5,27103
MORR,6,34704
MORR,7,25948
MORR,8,35543
MORR,9,28944
MORR,10,20415
MORR,11,13996
AZRU,0,438
AZRU,1,1207
AZRU,2,4174
AZRU,3,5296
AZRU,4,6799
AZRU,5,9223
AZRU,6,9167
AZRU,7,6361
AZRU,8,7593
AZRU,9,7869
AZRU,10,2605
AZRU,11,3045
BAND,0,187
BAND,1,4949
BAND,2,18780
BAND,3,25153
BAND,4,27574
BAND,5,24546
BAND,6,22534
BAND,7,18447
BAND,8,17263
BAND,9,22166
BAND,10,10256
BAND,11,8886
CAVE,0,3093
CAVE,1,19470
CAVE,2,56581
CAVE,3,37543
CAVE,4,41516
CAVE,5,57111
CAVE,6,69444
CAVE,7,36354
CAVE,8,28455
CAVE,9,33014
CAVE,10,27519
CAVE,11,30591
CAVO,0,194
CAVO,1,3324
CAVO,2,5767
CAVO,3,3634
CAVO,4,7794
CAVO,5,15510
CAVO,6,20642
CAVO,7,10050
CAVO,8,5743
CAVO,9,4257
CAVO,10,2315
CAVO,11,2387
CHCU,0,110
CHCU,1,773
CHCU,2,3590
CHCU,3,5949
CHCU,4,7104
CHCU,5,4543
CHCU,6,5590
CHCU,7,4228
CHCU,8,7267
CHCU,9,4167
CHCU,10,2672
CHCU,11,1349
ELMA,0,2247
ELMA,1,5671
ELMA,2,13747
ELMA,3,15330
ELMA,4,17983
ELMA,5,18582
ELMA,6,17556
ELMA,7,17514
ELMA,8,16772
ELMA,9,15771
ELMA,10,10278
ELMA,11,7473
ELMO,0,1337
ELMO,1,2354
ELMO,2,5112
ELMO,3,5633
ELMO,4,8063
ELMO,5,9899
ELMO,6,10073
ELMO,7,7441
ELMO,8,6523
ELMO,9,6119
ELMO,10,3614
ELMO,11,2699
FOUN,0,45
FOUN,1,341
FOUN,2,989
FOUN,3,995
FOUN,4,1476
FOUN,5,1561
FOUN,6,1494
FOUN,7,1017
FOUN,8,1290
FOUN,9,1010
FOUN,10,414
FOUN,11,431
GICL,0,536
GICL,1,3530
GICL,2,10118
GICL,3,8535
GICL,4,8047
GICL,5,7118
GICL,6,7128
GICL,7,4389
GICL,8,4874
GICL,9,5897
GICL,10,3953
GICL,11,2489
MAPR,0,405
MAPR,1,2690
MAPR,2,4930
MAPR,3,6889
MAPR,4,9358
MAPR,5,10875
MAPR,6,11624
MAPR,7,9473
MAPR,8,8055
MAPR,9,8416
MAPR,10,4766
MAPR,11,2389
PECO,0,112
PECO,1,1309
PECO,2,3503
PECO,3,4010
PECO,4,4861
PECO,5,5173
PECO,6,6017
PECO,7,4628
PECO,8,4539
PECO,9,4811
PECO,10,2380
PECO,11,2491
PETR,0,14959
PETR,1,18281
PETR,2,32242
PETR,3,32752
PETR,4,27970
PETR,5,26325
PETR,6,21602
PETR,7,19467
PETR,8,20587
PETR,9,36133
PETR,10,22300
PETR,11,21339
SAPU,0,419
SAPU,1,2032
SAPU,2,2569
SAPU,3,2850
SAPU,4,3707
SAPU,5,3428
SAPU,6,3050
SAPU,7,2907
SAPU,8,2599
SAPU,9,4092
SAPU,10,2144
SAPU,11,1875
WHSA,0,4693
WHSA,1,35531
WHSA,2,83712
WHSA,3,62811
WHSA,4,64344
WHSA,5,62127
WHSA,6,66363
WHSA,7,48510
WHSA,8,43009
WHSA,9,50053
WHSA,10,38575
WHSA,11,49057
AFBG,0,96
AFBG,1,1571
AFBG,2,1395
AFBG,3,5022
AFBG,4,5482
AFBG,5,4621
AFBG,6,5520
AFBG,7,4332
AFBG,8,4384
AFBG,9,8667
AFBG,10,2058
AFBG,11,4279
CACL,0,181143
CACL,1,193675
CACL,2,269440
CACL,3,412122
CACL,4,413828
CACL,5,468687
CACL,6,558814
CACL,7,550729
CACL,8,372332
CACL,9,375893
CACL,10,271108
CACL,11,293263
ELRO,0,88
ELRO,1,570
ELRO,2,1210
ELRO,3,2237
ELRO,4,4804
ELRO,5,6344
ELRO,6,6965
ELRO,7,6914
ELRO,8,7294
ELRO,9,8612
ELRO,10,1918
ELRO,11,674
FEHA,0,2720
FEHA,1,15121
FEHA,2,21239
FEHA,3,28577
FEHA,4,27693
FEHA,5,31307
FEHA,6,36042
FEHA,7,33851
FEHA,8,15888
FEHA,9,20505
FEHA,10,16351
FEHA,11,15555
FIIS,0,4163
FIIS,1,8406
FIIS,2,10772
FIIS,3,13027
FIIS,4,28430
FIIS,5,46572
FIIS,6,80760
FIIS,7,99007
FIIS,8,47798
FIIS,9,25520
FIIS,10,15552
FIIS,11,11304
FOST,0,1879
FOST,1,1262
FOST,2,2106
FOST,3,5425
FOST,4,7967
FOST,5,11884
FOST,6,34923
FOST,7,10613
FOST,8,10610
FOST,9,6425
FOST,10,2760
FOST,11,1558
GATE,0,504178
GATE,1,543132
GATE,2,653021
GATE,3,662417
GATE,4,818697
GATE,5,1055032
GATE,6,1223949
GATE,7,1085625
GATE,8,908313
GATE,9,733807
GATE,10,655858
GATE,11,561593
GEGR,0,611
GEGR,1,2870
GEGR,2,4590
GEGR,3,6421
GEGR,4,7422
GEGR,5,7737
GEGR,6,37438
GEGR,7,12219
GEGR,8,12421
GEGR,9,9190
GEGR,10,7033
GEGR,11,5900
GOIS,0,0
GOIS,1,40
GOIS,2,40
GOIS,3,35
GOIS,4,81095
GOIS,5,104916
GOIS,6,105625
GOIS,7,145081
GOIS,8,106971
GOIS,9,47190
GOIS,10,0
GOIS,11,0
HAGR,0,495
HAGR,1,3901
HAGR,2,5074
HAGR,3,5449
HAGR,4,4971
HAGR,5,6008
HAGR,6,7997
HAGR,7,8295
HAGR,8,4409
HAGR,9,5381
HAGR,10,10485
HAGR,11,8782
HOFR,0,780
HOFR,1,4732
HOFR,2,6914
HOFR,3,11968
HOFR,4,15976
HOFR,5,18420
HOFR,6,16516
HOFR,7,17913
HOFR,8,17791
HOFR,9,21164
HOFR,10,9760
HOFR,11,5175
MAVA,0,100
MAVA,1,150
MAVA,2,150
MAVA,3,474
MAVA,4,1555
MAVA,5,3535
MAVA,6,4472
MAVA,7,3896
MAVA,8,2433
MAVA,9,2689
MAVA,10,583
MAVA,11,586
SAHI,0,135
SAHI,1,1952
SAHI,2,1987
SAHI,3,3071
SAHI,4,4363
SAHI,5,3551
SAHI,6,5429
SAHI,7,4436
SAHI,8,4325
SAHI,9,4101
SAHI,10,1967
SAHI,11,1421
SAPA,0,160
SAPA,1,2025
SAPA,2,1975
SAPA,3,1160
SAPA,4,2365
SAPA,5,2170
SAPA,6,1320
SAPA,7,930
SAPA,8,910
SAPA,9,2777
SAPA,10,1465
SAPA,11,1280
SARA,0,3165
SARA,1,6036
SARA,2,6545
SARA,3,7100
SARA,4,11647
SARA,5,17898
SARA,6,35516
SARA,7,24443
