Name,Population,Latitude,Longitude,StateCode,FullName,UnitCode,UnitName
Arkansas,2977944.0,34.8938,-92.4426,AR,Fort Smith National Historic Site,FOSM,Fort Smith
Arkansas,2977944.0,34.8938,-92.4426,AR,Hot Springs National Park,HOSP,Hot Springs
Arkansas,2977944.0,34.8938,-92.4426,AR,Pea Ridge National Military Park,PERI,Pea Ridge
Arkansas,2977944.0,34.8938,-92.4426,AR,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Arkansas,2977944.0,34.8938,-92.4426,AR,William Jefferson Clinton Birthplace National Historic Site,WICL,William Jefferson Clinton Birthplace
California,38982847.0,37.1841,-119.4696,CA,Alcatraz Island ,ALCA,Alcatraz Island
California,38982847.0,37.1841,-119.4696,CA,Cabrillo National Monument,CABR,Cabrillo
California,38982847.0,37.1841,-119.4696,CA,California National Historic Trail ,CALI,California
California,38982847.0,37.1841,-119.4696,CA,Castle Mountains National Monument,CAMO,Castle Mountains
California,38982847.0,37.1841,-119.4696,CA,Cesar E. Chavez National Monument,CECH,Cesar E. Chavez
California,38982847.0,37.1841,-119.4696,CA,Channel Islands National Park,CHIS,Channel Islands
California,38982847.0,37.1841,-119.4696,CA,Devils Postpile National Monument,DEPO,Devils Postpile
California,38982847.0,37.1841,-119.4696,CA,Death Valley National Park,DEVA,Death Valley
California,38982847.0,37.1841,-119.4696,CA,Eugene O'Neill National Historic Site,EUON,Eugene O'Neill
California,38982847.0,37.1841,-119.4696,CA,Fort Point National Historic Site,FOPO,Fort Point
California,38982847.0,37.1841,-119.4696,CA,Golden Gate National Recreation Area,GOGA,Golden Gate
California,38982847.0,37.1841,-119.4696,CA,John Muir National Historic Site,JOMU,John Muir
California,38982847.0,37.1841,-119.4696,CA,Joshua Tree National Park,JOTR,Joshua Tree
California,38982847.0,37.1841,-119.4696,CA,Juan Bautista De Anza National Historic Trail ,JUBA,Juan Bautista De Anza
California,38982847.0,37.1841,-119.4696,CA,Kings Canyon National Park,KICA,Kings Canyon
California,38982847.0,37.1841,-119.4696,CA,Lava Beds National Monument,LABE,Lava Beds
California,38982847.0,37.1841,-119.4696,CA,Lassen Volcanic National Park,LAVO,Lassen Volcanic
California,38982847.0,37.1841,-119.4696,CA,Marin Headlands Sites ,MAHE,Marin Headlands Sites
California,38982847.0,37.1841,-119.4696,CA,Manzanar National Historic Site,MANZ,Manzanar
California,38982847.0,37.1841,-119.4696,CA,Mojave National Preserve,MOJA,Mojave
California,38982847.0,37.1841,-119.4696,CA,Muir Woods National Monument,MUWO,Muir Woods
California,38982847.0,37.1841,-119.4696,CA,Old Spanish National Historic Trail ,OLSP,Old Spanish
California,38982847.0,37.1841,-119.4696,CA,Pinnacles National Park,PINN,Pinnacles
California,38982847.0,37.1841,-119.4696,CA,Port Chicago Naval Magazine National Memorial ,POCH,Port Chicago Naval Magazine National Memorial
California,38982847.0,37.1841,-119.4696,CA,Pony Express National Historic Trail ,POEX,Pony Express
California,38982847.0,37.1841,-119.4696,CA,Point Reyes National Seashore,PORE,Point Reyes
California,38982847.0,37.1841,-119.4696,CA,Presidio of San Francisco ,PRES,Presidio of San Francisco
California,38982847.0,37.1841,-119.4696,CA,Presidio of San Francisco ,PRSF,Presidio of San Francisco
California,38982847.0,37.1841,-119.4696,CA,Redwood National Park,REDW,Redwood
California,38982847.0,37.1841,-119.4696,CA,Rosie The Riveter WWII Home Front National Historical Park,RORI,Rosie The Riveter WWII Home Front
California,38982847.0,37.1841,-119.4696,CA,San Francisco Maritime National Historical Park,SAFR,San Francisco Maritime
California,38982847.0,37.1841,-119.4696,CA,Santa Monica Mountains National Recreation Area,SAMO,Santa Monica Mountains
California,38982847.0,37.1841,-119.4696,CA,Sequoia and Kings Canyon National Parks ,SEKI,Sequoia and Kings Canyon
California,38982847.0,37.1841,-119.4696,CA,Sequoia National Park,SEQU,Sequoia
California,38982847.0,37.1841,-119.4696,CA,Tule Lake National Monument,TULE,Tule Lake
California,38982847.0,37.1841,-119.4696,CA,World War II Valor in the Pacific National Monument,VALR,World War II Valor in the Pacific
California,38982847.0,37.1841,-119.4696,CA,Whiskeytown National Recreation Area,WHIS,Whiskeytown
California,38982847.0,37.1841,-119.4696,CA,Yosemite National Park,YOSE,Yosemite
Colorado,5436519.0,38.9972,-105.5478,CO,Bent's Old Fort National Historic Site,BEOL,Bent's Old Fort
Colorado,5436519.0,38.9972,-105.5478,CO,Black Canyon of the Gunnison National Park,BLCA,Black Canyon of the Gunnison
Colorado,5436519.0,38.9972,-105.5478,CO,Cache La Poudre River Corridor National Heritage Area,CALA,Cache La Poudre River Corridor
Colorado,5436519.0,38.9972,-105.5478,CO,California National Historic Trail ,CALI,California
Colorado,5436519.0,38.9972,-105.5478,CO,Colorado National Monument,COLM,Colorado
Colorado,5436519.0,38.9972,-105.5478,CO,Curecanti National Recreation Area,CURE,Curecanti
Colorado,5436519.0,38.9972,-105.5478,CO,Dinosaur National Monument,DINO,Dinosaur
Colorado,5436519.0,38.9972,-105.5478,CO,Florissant Fossil Beds National Monument,FLFO,Florissant Fossil Beds
Colorado,5436519.0,38.9972,-105.5478,CO,Great Sand Dunes National Park,GRDG,Great Sand Dunes
Colorado,5436519.0,38.9972,-105.5478,CO,Great Sand Dunes National Preserve,GRDP,Great Sand Dunes
Colorado,5436519.0,38.9972,-105.5478,CO,Great Sand Dunes National Park and Preserve ,GRSA,Great Sand Dunes
Colorado,5436519.0,38.9972,-105.5478,CO,Hovenweep National Monument,HOVE,Hovenweep
Colorado,5436519.0,38.9972,-105.5478,CO,Mesa Verde National Park,MEVE,Mesa Verde
Colorado,5436519.0,38.9972,-105.5478,CO,Old Spanish National Historic Trail ,OLSP,Old Spanish
Colorado,5436519.0,38.9972,-105.5478,CO,Pony Express National Historic Trail ,POEX,Pony Express
Colorado,5436519.0,38.9972,-105.5478,CO,Rocky Mountain National Park,ROMO,Rocky Mountain
Colorado,5436519.0,38.9972,-105.5478,CO,Santa Fe National Historic Trail ,SAFE,Santa Fe
Colorado,5436519.0,38.9972,-105.5478,CO,Sand Creek Massacre National Historic Site,SAND,Sand Creek Massacre
Colorado,5436519.0,38.9972,-105.5478,CO,Yucca House National Monument,YUHO,Yucca House
Connecticut,3594478.0,41.6219,-72.7273,CT,Appalachian National Scenic Trail,APPA,Appalachian
Connecticut,3594478.0,41.6219,-72.7273,CT,Farmington National Wild And Scenic River,FARM,Farmington
Connecticut,3594478.0,41.6219,-72.7273,CT,New England National Scenic Trail,NEEN,New England National Scenic Trail
Connecticut,3594478.0,41.6219,-72.7273,CT,Quinebaug and Shetucket Rivers Valley National Heritage Corridor ,QUSH,Quinebaug and Shetucket Rivers Valley National Heritage Corridor
Connecticut,3594478.0,41.6219,-72.7273,CT,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
Connecticut,3594478.0,41.6219,-72.7273,CT,Weir Farm National Historic Site,WEFA,Weir Farm
District of Columbia,672391.0,38.9101,-77.0147,District of Columbia,,,
Delaware,943732.0,38.9896,-75.505,DE,Captain John Smith Chesapeake National Historic Trail,CAJO,Captain John Smith Chesapeake National Historic Trail
Delaware,943732.0,38.9896,-75.505,DE,First State National Historical Park,FRST,First State
Delaware,943732.0,38.9896,-75.505,DE,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
Florida,20278447.0,28.6305,-82.4497,FL,Big Cypress National Preserve,BICY,Big Cypress
Florida,20278447.0,28.6305,-82.4497,FL,Biscayne National Park,BISC,Biscayne
Florida,20278447.0,28.6305,-82.4497,FL,Canaveral National Seashore,CANA,Canaveral
Florida,20278447.0,28.6305,-82.4497,FL,Castillo De San Marcos National Monument,CASA,Castillo De San Marcos
Florida,20278447.0,28.6305,-82.4497,FL,Cumberland Island National Seashore,CUIS,Cumberland Island
Florida,20278447.0,28.6305,-82.4497,FL,DeSoto National Memorial,DESO,DeSoto
Florida,20278447.0,28.6305,-82.4497,FL,Dry Tortugas National Park,DRTO,Dry Tortugas
Florida,20278447.0,28.6305,-82.4497,FL,Everglades National Park,EVER,Everglades
Florida,20278447.0,28.6305,-82.4497,FL,Fort Caroline National Memorial,FOCA,Fort Caroline
Florida,20278447.0,28.6305,-82.4497,FL,Fort Matanzas National Monument,FOMA,Fort Matanzas
Florida,20278447.0,28.6305,-82.4497,FL,Gulf Islands National Seashore,GUIS,Gulf Islands
Florida,20278447.0,28.6305,-82.4497,FL,Mar-A-Lago National Historic Site,MAAL,Mar-A-Lago
Florida,20278447.0,28.6305,-82.4497,FL,Southeast Archeological Center ,SEAC,Southeast Archeological Center
Florida,20278447.0,28.6305,-82.4497,FL,Timucuan Ecological and Historic Preserve,TIMU,Timucuan
Georgia,10201635.0,32.6415,-83.4426,GA,Andersonville National Historic Site,ANDE,Andersonville
Georgia,10201635.0,32.6415,-83.4426,GA,Appalachian National Scenic Trail,APPA,Appalachian
Georgia,10201635.0,32.6415,-83.4426,GA,Chattahoochee River National Recreation Area,CHAT,Chattahoochee River
Georgia,10201635.0,32.6415,-83.4426,GA,Chickamauga and Chattanooga National Military Park,CHCH,Chickamauga and Chattanooga
Georgia,10201635.0,32.6415,-83.4426,GA,Cumberland Island National Seashore,CUIS,Cumberland Island
Georgia,10201635.0,32.6415,-83.4426,GA,Fort Frederica National Monument,FOFR,Fort Frederica
Georgia,10201635.0,32.6415,-83.4426,GA,Fort Pulaski National Monument,FOPU,Fort Pulaski
Georgia,10201635.0,32.6415,-83.4426,GA,Jimmy Carter National Historic Site,JICA,Jimmy Carter
Georgia,10201635.0,32.6415,-83.4426,GA,Kennesaw Mountain National Battlefield Park,KEMO,Kennesaw Mountain
Georgia,10201635.0,32.6415,-83.4426,GA,"Martin Luther King, Jr. National Historical Park",MALU,"Martin Luther King, Jr."
Georgia,10201635.0,32.6415,-83.4426,GA,Ocmulgee Mounds National Historical Park,OCMU,Ocmulgee Mounds
Georgia,10201635.0,32.6415,-83.4426,GA,Southeast Region Office ,SERO,Southeast Region Office
Georgia,10201635.0,32.6415,-83.4426,GA,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Hawaii,1421658.0,20.2927,-156.3737,HI,Ala Kahakai National Historic Trail ,ALKA,Ala Kahakai National Historic Trail
Hawaii,1421658.0,20.2927,-156.3737,HI,Haleakala National Park,HALE,Haleakala
Hawaii,1421658.0,20.2927,-156.3737,HI,Hawaii Volcanoes National Park,HAVO,Hawaii Volcanoes
Hawaii,1421658.0,20.2927,-156.3737,HI,Honouliuli National Historic Site,HONO,Honouliuli
Hawaii,1421658.0,20.2927,-156.3737,HI,Kaloko-Honokohau National Historical Park,KAHO,Kaloko-Honokohau
Hawaii,1421658.0,20.2927,-156.3737,HI,Kalaupapa National Historical Park,KALA,Kalaupapa
Hawaii,1421658.0,20.2927,-156.3737,HI,Pearl Harbor National Memorial,PERL,Pearl Harbor
Hawaii,1421658.0,20.2927,-156.3737,HI,Puukohola Heiau National Historic Site,PUHE,Puukohola Heiau
Hawaii,1421658.0,20.2927,-156.3737,HI,Pu'uhonua o Honaunau National Historical Park,PUHO,Pu'uhonua o Honaunau
Hawaii,1421658.0,20.2927,-156.3737,HI,USS Arizona Memorial,USAR,USS Arizona Memorial
Hawaii,1421658.0,20.2927,-156.3737,HI,World War II Valor in the Pacific National Monument,VALR,World War II Valor in the Pacific
Idaho,1657375.0,44.3509,-114.613,ID,California National Historic Trail ,CALI,California
Idaho,1657375.0,44.3509,-114.613,ID,City Of Rocks National Reserve,CIRO,City Of Rocks
Idaho,1657375.0,44.3509,-114.613,ID,Craters of the Moon National Monument,CRMG,Craters of the Moon
Idaho,1657375.0,44.3509,-114.613,ID,Craters of the Moon National Monument and Preserve,CRMO,Craters of the Moon
Idaho,1657375.0,44.3509,-114.613,ID,Craters of the Moon National Preserve,CRMP,Craters of the Moon
Idaho,1657375.0,44.3509,-114.613,ID,Hagerman Fossil Beds National Monument,HAFO,Hagerman Fossil Beds
Idaho,1657375.0,44.3509,-114.613,ID,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Idaho,1657375.0,44.3509,-114.613,ID,Minidoka National Historic Site,MIIN,Minidoka
Idaho,1657375.0,44.3509,-114.613,ID,Nez Perce National Historical Park,NEPE,Nez Perce
Idaho,1657375.0,44.3509,-114.613,ID,Oregon National Historic Trail ,OREG,Oregon
Idaho,1657375.0,44.3509,-114.613,ID,Yellowstone National Park,YELL,Yellowstone
Illinois,12854526.0,40.0417,-89.1965,IL,Chicago Portage National Historic Site ,CHPO,Chicago Portage National Historic Site
Illinois,12854526.0,40.0417,-89.1965,IL,Illinois and Michigan Canal National Heritage Corridor ,ILMI,Illinois and Michigan Canal National Heritage Corridor
Illinois,12854526.0,40.0417,-89.1965,IL,Gateway Arch National Park,JEFF,Gateway Arch
Illinois,12854526.0,40.0417,-89.1965,IL,Lincoln Home National Historic Site,LIHO,Lincoln Home
Illinois,12854526.0,40.0417,-89.1965,IL,Mormon Pioneer National Historic Trail ,MOPI,Mormon Pioneer
Illinois,12854526.0,40.0417,-89.1965,IL,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Indiana,6614418.0,39.8942,-86.2816,IN,George Rogers Clark National Historical Park,GERO,George Rogers Clark
Indiana,6614418.0,39.8942,-86.2816,IN,Indiana Dunes National Park,INDU,Indiana Dunes
Indiana,6614418.0,39.8942,-86.2816,IN,Lincoln Boyhood National Memorial,LIBO,Lincoln Boyhood
Iowa,3118102.0,42.0751,-93.49600000000001,IA,California National Historic Trail ,CALI,California
Iowa,3118102.0,42.0751,-93.49600000000001,IA,Effigy Mounds National Monument,EFMO,Effigy Mounds
Iowa,3118102.0,42.0751,-93.49600000000001,IA,Herbert Hoover National Historic Site,HEHO,Herbert Hoover
Iowa,3118102.0,42.0751,-93.49600000000001,IA,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Iowa,3118102.0,42.0751,-93.49600000000001,IA,Mormon Pioneer National Historic Trail ,MOPI,Mormon Pioneer
Kansas,2903820.0,38.4937,-98.3804,KS,Brown v. Board of Education National Historic Site,BRVB,Brown v. Board of Education
Kansas,2903820.0,38.4937,-98.3804,KS,California National Historic Trail ,CALI,California
Kansas,2903820.0,38.4937,-98.3804,KS,Fort Larned National Historic Site,FOLS,Fort Larned
Kansas,2903820.0,38.4937,-98.3804,KS,Fort Scott National Historic Site,FOSC,Fort Scott
Kansas,2903820.0,38.4937,-98.3804,KS,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Kansas,2903820.0,38.4937,-98.3804,KS,Nicodemus National Historic Site,NICO,Nicodemus
Kansas,2903820.0,38.4937,-98.3804,KS,Oregon National Historic Trail ,OREG,Oregon
Kansas,2903820.0,38.4937,-98.3804,KS,Pony Express National Historic Trail ,POEX,Pony Express
Kansas,2903820.0,38.4937,-98.3804,KS,Santa Fe National Historic Trail ,SAFE,Santa Fe
Kansas,2903820.0,38.4937,-98.3804,KS,Tallgrass Prairie National Preserve,TAPR,Tallgrass Prairie
Kentucky,4424376.0,37.5347,-85.3021,KY,Abraham Lincoln Birthplace National Historical Park,ABLI,Abraham Lincoln Birthplace
Kentucky,4424376.0,37.5347,-85.3021,KY,Big South Fork National River and Recreation Area,BISO,Big South Fork National River and Recreation Area
Kentucky,4424376.0,37.5347,-85.3021,KY,Camp Nelson National Monument,CANE,Camp Nelson
Kentucky,4424376.0,37.5347,-85.3021,KY,Cumberland Gap National Historical Park,CUGA,Cumberland Gap
Kentucky,4424376.0,37.5347,-85.3021,KY,Fort Donelson National Cemetery,FDNC,Fort Donelson
Kentucky,4424376.0,37.5347,-85.3021,KY,Mammoth Cave National Park,MACA,Mammoth Cave
Kentucky,4424376.0,37.5347,-85.3021,KY,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Maine,1330158.0,45.3695,-69.2428,ME,Acadia National Park,ACAD,Acadia
Maine,1330158.0,45.3695,-69.2428,ME,Appalachian National Scenic Trail,APPA,Appalachian
Maine,1330158.0,45.3695,-69.2428,ME,Katahdin Woods and Waters National Monument,KAWW,Katahdin Woods and Waters
Maine,1330158.0,45.3695,-69.2428,ME,Saint Croix Island International Historic Site,SACR,Saint Croix Island
Louisiana,4663461.0,31.0689,-91.9968,LA,Cane River Creole National Historical Park,CARI,Cane River Creole
Louisiana,4663461.0,31.0689,-91.9968,LA,Cane River National Heritage Area ,CRHA,Cane River
Louisiana,4663461.0,31.0689,-91.9968,LA,El Camino Real de los Tejas National Historic Trail ,ELTE,El Camino Real de los Tejas
Louisiana,4663461.0,31.0689,-91.9968,LA,New Orleans Jazz National Historical Park,JAZZ,New Orleans Jazz
Louisiana,4663461.0,31.0689,-91.9968,LA,Jean Lafitte National Historical Park and Preserve,JELA,Jean Lafitte
Louisiana,4663461.0,31.0689,-91.9968,LA,Poverty Point National Monument,POPO,Poverty Point
Louisiana,4663461.0,31.0689,-91.9968,LA,Vicksburg National Military Park,VICK,Vicksburg
Louisiana,4663461.0,31.0689,-91.9968,LA,Vicksburg National Cemetery,VINC,Vicksburg
Massachusetts,6789319.0,42.2596,-71.8083,MA,Adams National Historical Park,ADAM,Adams
Massachusetts,6789319.0,42.2596,-71.8083,MA,Appalachian National Scenic Trail,APPA,Appalachian
Massachusetts,6789319.0,42.2596,-71.8083,MA,Blackstone River Valley National Heritage Corridor ,BLAC,Blackstone River Valley National Heritage Corridor
Massachusetts,6789319.0,42.2596,-71.8083,MA,Boston African American National Historic Site,BOAF,Boston African American
Massachusetts,6789319.0,42.2596,-71.8083,MA,Boston Harbor Islands National Recreation Area,BOHA,Boston Harbor Islands
Massachusetts,6789319.0,42.2596,-71.8083,MA,Boston National Historical Park,BOST,Boston
Massachusetts,6789319.0,42.2596,-71.8083,MA,Cape Cod National Seashore,CACO,Cape Cod
Massachusetts,6789319.0,42.2596,-71.8083,MA,Essex National Heritage Area,ESSE,Essex
Massachusetts,6789319.0,42.2596,-71.8083,MA,Frederick Law Olmsted National Historic Site,FRLA,Frederick Law Olmsted
Massachusetts,6789319.0,42.2596,-71.8083,MA,John Fitzgerald  Kennedy National Historic Site,JOFI,John Fitzgerald  Kennedy
Massachusetts,6789319.0,42.2596,-71.8083,MA,Longfellow House - Washington's Headquarters National Historic Site,LONG,Longfellow House - Washington's Headquarters
Massachusetts,6789319.0,42.2596,-71.8083,MA,Lowell National Historical Park,LOWE,Lowell
Massachusetts,6789319.0,42.2596,-71.8083,MA,Minute Man National Historical Park,MIMA,Minute Man
Massachusetts,6789319.0,42.2596,-71.8083,MA,New Bedford Whaling National Historical Park,NEBE,New Bedford Whaling
Massachusetts,6789319.0,42.2596,-71.8083,MA,New England National Scenic Trail,NEEN,New England National Scenic Trail
Massachusetts,6789319.0,42.2596,-71.8083,MA,Quinebaug and Shetucket Rivers Valley National Heritage Corridor ,QUSH,Quinebaug and Shetucket Rivers Valley National Heritage Corridor
Massachusetts,6789319.0,42.2596,-71.8083,MA,Saugus Iron Works National Historic Site,SAIR,Saugus Iron Works
Massachusetts,6789319.0,42.2596,-71.8083,MA,Salem Maritime National Historic Site,SAMA,Salem Maritime
Massachusetts,6789319.0,42.2596,-71.8083,MA,Springfield Armory National Historic Site,SPAR,Springfield Armory
Massachusetts,6789319.0,42.2596,-71.8083,MA,"Sudbury, Assabet and Concord National Wild And Scenic River",SUAS,"Sudbury, Assabet and Concord"
Massachusetts,6789319.0,42.2596,-71.8083,MA,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
Maryland,5996079.0,39.055,-76.7909,MD,Anacostia Park ,ANAC,Anacostia Park
