Name,Population,Latitude,Longitude,StateCode,FullName,UnitCode,UnitName
Maryland,5996079.0,39.055,-76.7909,MD,Antietam National Cemetery,ANCM,Antietam
Maryland,5996079.0,39.055,-76.7909,MD,Antietam National Battlefield,ANTI,Antietam
Maryland,5996079.0,39.055,-76.7909,MD,Appalachian National Scenic Trail,APPA,Appalachian
Maryland,5996079.0,39.055,-76.7909,MD,Assateague Island National Seashore,ASIS,Assateague Island
Maryland,5996079.0,39.055,-76.7909,MD,Baltimore-Washington National Parkway,BAWA,Baltimore-Washington
Maryland,5996079.0,39.055,-76.7909,MD,Captain John Smith Chesapeake National Historic Trail,CAJO,Captain John Smith Chesapeake National Historic Trail
Maryland,5996079.0,39.055,-76.7909,MD,Catoctin Mountain Park,CATO,Catoctin Mountain
Maryland,5996079.0,39.055,-76.7909,MD,Chesapeake Bay Gateways ,CBPO,Chesapeake Bay Gateways
Maryland,5996079.0,39.055,-76.7909,MD,Chesapeake and Ohio Canal National Historical Park,CHOH,Chesapeake and Ohio Canal
Maryland,5996079.0,39.055,-76.7909,MD,Clara Barton National Historic Site,CLBA,Clara Barton
Maryland,5996079.0,39.055,-76.7909,MD,Fort Circle Parks ,FOCI,Fort Circle Parks
Maryland,5996079.0,39.055,-76.7909,MD,Fort Foote Park ,FOFO,Fort Foote Park
Maryland,5996079.0,39.055,-76.7909,MD,Fort McHenry National Monument and Historic Shrine,FOMC,Fort McHenry
Maryland,5996079.0,39.055,-76.7909,MD,Fort Washington Park,FOWA,Fort Washington
Maryland,5996079.0,39.055,-76.7909,MD,Glen Echo Park ,GLEC,Glen Echo Park
Maryland,5996079.0,39.055,-76.7909,MD,Greenbelt Park,GREE,Greenbelt
Maryland,5996079.0,39.055,-76.7909,MD,George Washington Memorial Parkway,GWMP,George Washington Memorial Parkway
Maryland,5996079.0,39.055,-76.7909,MD,Harpers Ferry National Historical Park,HAFE,Harpers Ferry
Maryland,5996079.0,39.055,-76.7909,MD,Harmony Hall ,HAHA,Harmony Hall
Maryland,5996079.0,39.055,-76.7909,MD,Hampton National Historic Site,HAMP,Hampton
Maryland,5996079.0,39.055,-76.7909,MD,Harriet Tubman Underground Railroad National Historical Park,HATU,Harriet Tubman Underground Railroad
Maryland,5996079.0,39.055,-76.7909,MD,Monocacy National Battlefield,MONO,Monocacy
Maryland,5996079.0,39.055,-76.7909,MD,Oxon Cove Park and Oxon Hill Run ,OXHI,Oxon Cove Park and Oxon Hill Run
Maryland,5996079.0,39.055,-76.7909,MD,Oxon Run National Parkway,OXRU,Oxon Run
Maryland,5996079.0,39.055,-76.7909,MD,Piscataway Park,PISC,Piscataway
Maryland,5996079.0,39.055,-76.7909,MD,Potomac Heritage National Scenic Trail,POHE,Potomac Heritage
Maryland,5996079.0,39.055,-76.7909,MD,Star-Spangled Banner National Historic Trail,STSP,Star-Spangled Banner National Historic Trail
Maryland,5996079.0,39.055,-76.7909,MD,Thomas Stone National Historic Site,THST,Thomas Stone
Maryland,5996079.0,39.055,-76.7909,MD,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
Michigan,9925568.0,44.3467,-85.4102,MI,Father Marquette National Memorial ,FAMA,Father Marquette National Memorial
Michigan,9925568.0,44.3467,-85.4102,MI,Isle Royale National Park,ISRO,Isle Royale
Michigan,9925568.0,44.3467,-85.4102,MI,Keweenaw National Historical Park,KEWE,Keweenaw
Michigan,9925568.0,44.3467,-85.4102,MI,North Country National Scenic Trail,NOCO,North Country
Michigan,9925568.0,44.3467,-85.4102,MI,Pictured Rocks National Lakeshore,PIRO,Pictured Rocks
Michigan,9925568.0,44.3467,-85.4102,MI,River Raisin National Battlefield Park,RIRA,River Raisin
Michigan,9925568.0,44.3467,-85.4102,MI,Sleeping Bear Dunes National Lakeshore,SLBE,Sleeping Bear Dunes
Minnesota,5490726.0,46.2807,-94.3053,MN,Grand Portage National Monument,GRPO,Grand Portage
Minnesota,5490726.0,46.2807,-94.3053,MN,Ice Age National Scenic Trail ,IATR,Ice Age National Scenic Trail
Minnesota,5490726.0,46.2807,-94.3053,MN,Lower Saint Croix National Scenic Riverway,LOSA,Lower Saint Croix
Minnesota,5490726.0,46.2807,-94.3053,MN,Mississippi National River and Recreation Areas,MISS,Mississippi National River and Recreation Areas
Minnesota,5490726.0,46.2807,-94.3053,MN,North Country National Scenic Trail,NOCO,North Country
Minnesota,5490726.0,46.2807,-94.3053,MN,Pipestone National Monument,PIPE,Pipestone
Minnesota,5490726.0,46.2807,-94.3053,MN,Saint Croix National Scenic River,SACN,Saint Croix National Scenic River
Minnesota,5490726.0,46.2807,-94.3053,MN,Voyageurs National Park,VOYA,Voyageurs
Mississippi,2986220.0,32.7364,-89.6678,MS,Brices Cross Roads National Battlefield Site,BRCR,Brices Cross Roads
Mississippi,2986220.0,32.7364,-89.6678,MS,Gulf Islands National Seashore,GUIS,Gulf Islands
Mississippi,2986220.0,32.7364,-89.6678,MS,Natchez National Historical Park,NATC,Natchez
Mississippi,2986220.0,32.7364,-89.6678,MS,Natchez Trace Parkway,NATR,Natchez Trace Parkway
Mississippi,2986220.0,32.7364,-89.6678,MS,Natchez Trace National Scenic Trail,NATT,Natchez Trace
Mississippi,2986220.0,32.7364,-89.6678,MS,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Mississippi,2986220.0,32.7364,-89.6678,MS,Tupelo National Battlefield,TUPE,Tupelo
Mississippi,2986220.0,32.7364,-89.6678,MS,Vicksburg National Military Park,VICK,Vicksburg
Mississippi,2986220.0,32.7364,-89.6678,MS,Vicksburg National Cemetery,VINC,Vicksburg
Missouri,6075300.0,38.3566,-92.458,MO,California National Historic Trail ,CALI,California
Missouri,6075300.0,38.3566,-92.458,MO,George Washington Carver National Monument,GWCA,George Washington Carver
Missouri,6075300.0,38.3566,-92.458,MO,Harry S. Truman National Historic Site,HSTR,Harry S. Truman
Missouri,6075300.0,38.3566,-92.458,MO,Gateway Arch National Park,JEFF,Gateway Arch
Missouri,6075300.0,38.3566,-92.458,MO,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Missouri,6075300.0,38.3566,-92.458,MO,Oregon National Historic Trail ,OREG,Oregon
Missouri,6075300.0,38.3566,-92.458,MO,Ozark National Scenic Riverways,OZAR,Ozark National Scenic Riverways
Missouri,6075300.0,38.3566,-92.458,MO,Pony Express National Historic Trail ,POEX,Pony Express
Missouri,6075300.0,38.3566,-92.458,MO,Santa Fe National Historic Trail ,SAFE,Santa Fe
Missouri,6075300.0,38.3566,-92.458,MO,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Missouri,6075300.0,38.3566,-92.458,MO,Ulysses S. Grant National Historic Site,ULSG,Ulysses S. Grant
Missouri,6075300.0,38.3566,-92.458,MO,Wilson's Creek National Battlefield,WICR,Wilson's Creek
Montana,1029862.0,47.0527,-109.6333,MT,Bear Paw Battlefield ,BEAR,Bear Paw Battlefield
Montana,1029862.0,47.0527,-109.6333,MT,Bighorn Canyon National Recreation Area,BICA,Bighorn Canyon
Montana,1029862.0,47.0527,-109.6333,MT,Big Hole National Battlefield,BIHO,Big Hole
Montana,1029862.0,47.0527,-109.6333,MT,Glacier National Park,GLAC,Glacier
Montana,1029862.0,47.0527,-109.6333,MT,Grant-Kohrs Ranch National Historic Site,GRKO,Grant-Kohrs Ranch
Montana,1029862.0,47.0527,-109.6333,MT,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Montana,1029862.0,47.0527,-109.6333,MT,Little Bighorn Battlefield National Monument,LIBI,Little Bighorn Battlefield
Montana,1029862.0,47.0527,-109.6333,MT,Nez Perce National Historical Park,NEPE,Nez Perce
Montana,1029862.0,47.0527,-109.6333,MT,Yellowstone National Park,YELL,Yellowstone
Nebraska,1893921.0,41.5378,-99.7951,NE,Agate Fossil Beds National Monument,AGFO,Agate Fossil Beds
Nebraska,1893921.0,41.5378,-99.7951,NE,California National Historic Trail ,CALI,California
Nebraska,1893921.0,41.5378,-99.7951,NE,Chimney Rock National Historic Site ,CHRO,Chimney Rock National Historic Site
Nebraska,1893921.0,41.5378,-99.7951,NE,Homestead National Monument of America,HOME,Homestead National Monument of America
Nebraska,1893921.0,41.5378,-99.7951,NE,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Nebraska,1893921.0,41.5378,-99.7951,NE,Missouri National Recreational River,MNRR,Missouri National Recreational River
Nebraska,1893921.0,41.5378,-99.7951,NE,Mormon Pioneer National Historic Trail ,MOPI,Mormon Pioneer
Nebraska,1893921.0,41.5378,-99.7951,NE,Midwest Archeological Center ,MWAC,Midwest Archeological Center
Nebraska,1893921.0,41.5378,-99.7951,NE,Niobrara and Missouri National Scenic and Recreational Rivers ,NIMI,Niobrara and Missouri National Scenic and Recreational Rivers
Nebraska,1893921.0,41.5378,-99.7951,NE,Niobrara National Scenic River,NIOB,Niobrara National Scenic River
Nebraska,1893921.0,41.5378,-99.7951,NE,Oregon National Historic Trail ,OREG,Oregon
Nebraska,1893921.0,41.5378,-99.7951,NE,Pony Express National Historic Trail ,POEX,Pony Express
Nebraska,1893921.0,41.5378,-99.7951,NE,Scotts Bluff National Monument,SCBL,Scotts Bluff
New Hampshire,1331848.0,43.6805,-71.5811,NH,Appalachian National Scenic Trail,APPA,Appalachian
New Hampshire,1331848.0,43.6805,-71.5811,NH,Lamprey Wild and Scenic River ,LAMP,Lamprey Wild and Scenic River
New Hampshire,1331848.0,43.6805,-71.5811,NH,New England National Scenic Trail,NEEN,New England National Scenic Trail
New Hampshire,1331848.0,43.6805,-71.5811,NH,Saint-Gaudens National Historical Park,SAGA,Saint-Gaudens
New Hampshire,1331848.0,43.6805,-71.5811,NH,Wildcat Brook National Wild and Scenic River ,WIBR,Wildcat Brook
Nevada,2887725.0,39.3289,-116.6312,NV,California National Historic Trail ,CALI,California
Nevada,2887725.0,39.3289,-116.6312,NV,Death Valley National Park,DEVA,Death Valley
Nevada,2887725.0,39.3289,-116.6312,NV,Great Basin National Park,GRBA,Great Basin
Nevada,2887725.0,39.3289,-116.6312,NV,Lake Mead National Recreation Area,LAKE,Lake Mead
Nevada,2887725.0,39.3289,-116.6312,NV,Lake Mead National Recreation Area,LAME,Lake Mead
Nevada,2887725.0,39.3289,-116.6312,NV,Mojave National Preserve,MOJA,Mojave
Nevada,2887725.0,39.3289,-116.6312,NV,Old Spanish National Historic Trail ,OLSP,Old Spanish
Nevada,2887725.0,39.3289,-116.6312,NV,Pony Express National Historic Trail ,POEX,Pony Express
New Jersey,8960161.0,40.1907,-74.6728,NJ,Appalachian National Scenic Trail,APPA,Appalachian
New Jersey,8960161.0,40.1907,-74.6728,NJ,Delaware National Scenic River,DELA,Delaware National Scenic River
New Jersey,8960161.0,40.1907,-74.6728,NJ,Delaware Water Gap National Recreation Area,DEWA,Delaware Water Gap
New Jersey,8960161.0,40.1907,-74.6728,NJ,Thomas Edison National Historical Park,EDIS,Thomas Edison
New Jersey,8960161.0,40.1907,-74.6728,NJ,Ellis Island National Monument,ELIS,Ellis Island
New Jersey,8960161.0,40.1907,-74.6728,NJ,Gateway National Recreation Area,GATE,Gateway
New Jersey,8960161.0,40.1907,-74.6728,NJ,Great Egg Harbor National Scenic and Recreational River,GREG,Great Egg Harbor National Scenic and Recreational River
New Jersey,8960161.0,40.1907,-74.6728,NJ,Independence National Historical Park,INDE,Independence
New Jersey,8960161.0,40.1907,-74.6728,NJ,Maurice National Wild And Scenic River,MAUR,Maurice
New Jersey,8960161.0,40.1907,-74.6728,NJ,Morristown National Historical Park,MORR,Morristown
New Jersey,8960161.0,40.1907,-74.6728,NJ,New Jersey Coastal Heritage Trail Route ,NEJE,New Jersey Coastal Heritage Trail Route
New Jersey,8960161.0,40.1907,-74.6728,NJ,National Parks of New York Harbor Management Unit ,NPNH,National Parks of New York Harbor Management Unit
New Jersey,8960161.0,40.1907,-74.6728,NJ,Pinelands National Reserve ,PINE,Pinelands National Reserve
New Jersey,8960161.0,40.1907,-74.6728,NJ,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
New Mexico,2084828.0,34.4071,-106.1126,NM,Aztec Ruins National Monument,AZRU,Aztec Ruins
New Mexico,2084828.0,34.4071,-106.1126,NM,Bandelier National Monument,BAND,Bandelier
New Mexico,2084828.0,34.4071,-106.1126,NM,Carlsbad Caverns National Park,CAVE,Carlsbad Caverns
New Mexico,2084828.0,34.4071,-106.1126,NM,Capulin Volcano National Monument,CAVO,Capulin Volcano
New Mexico,2084828.0,34.4071,-106.1126,NM,Chaco Culture National Historical Park,CHCU,Chaco Culture
New Mexico,2084828.0,34.4071,-106.1126,NM,El Camino Real de Tierra Adentro National Historic Trail ,ELCA,El Camino Real de Tierra Adentro
New Mexico,2084828.0,34.4071,-106.1126,NM,El Malpais National Monument,ELMA,El Malpais
New Mexico,2084828.0,34.4071,-106.1126,NM,El Morro National Monument,ELMO,El Morro
New Mexico,2084828.0,34.4071,-106.1126,NM,Fort Union National Monument,FOUN,Fort Union
New Mexico,2084828.0,34.4071,-106.1126,NM,Gila Cliff Dwellings National Monument,GICL,Gila Cliff Dwellings
New Mexico,2084828.0,34.4071,-106.1126,NM,Glorieta National Battlefield,GLOR,Glorieta
New Mexico,2084828.0,34.4071,-106.1126,NM,Manhattan Project National Historical Park,MAPR,Manhattan Project
New Mexico,2084828.0,34.4071,-106.1126,NM,Mimbres Culture National Monument,MICU,Mimbres Culture
New Mexico,2084828.0,34.4071,-106.1126,NM,Old Spanish National Historic Trail ,OLSP,Old Spanish
New Mexico,2084828.0,34.4071,-106.1126,NM,Pecos National Historical Park,PECO,Pecos
New Mexico,2084828.0,34.4071,-106.1126,NM,Petroglyph National Monument,PETR,Petroglyph
New Mexico,2084828.0,34.4071,-106.1126,NM,Santa Fe National Historic Trail ,SAFE,Santa Fe
New Mexico,2084828.0,34.4071,-106.1126,NM,Salinas Pueblo Missions National Monument,SAPU,Salinas Pueblo Missions
New Mexico,2084828.0,34.4071,-106.1126,NM,Warm Springs Apache ,WASP,Warm Springs Apache
New Mexico,2084828.0,34.4071,-106.1126,NM,White Sands National Park,WHSA,White Sands
New Mexico,2084828.0,34.4071,-106.1126,NM,Zuni-Cibola National Historic Park ,ZUCI,Zuni-Cibola
New York,19798228.0,42.9538,-75.5268,NY,African Burial Ground National Monument,AFBG,African Burial Ground
New York,19798228.0,42.9538,-75.5268,NY,Appalachian National Scenic Trail,APPA,Appalachian
New York,19798228.0,42.9538,-75.5268,NY,Castle Clinton National Monument,CACL,Castle Clinton
New York,19798228.0,42.9538,-75.5268,NY,Ellis Island National Monument,ELIS,Ellis Island
New York,19798228.0,42.9538,-75.5268,NY,Eleanor Roosevelt National Historic Site,ELRO,Eleanor Roosevelt
New York,19798228.0,42.9538,-75.5268,NY,Erie Canalway National Heritage Corridor ,ERIE,Erie Canalway
New York,19798228.0,42.9538,-75.5268,NY,Federal Hall National Memorial,FEHA,Federal Hall
New York,19798228.0,42.9538,-75.5268,NY,Fire Island National Seashore,FIIS,Fire Island
New York,19798228.0,42.9538,-75.5268,NY,Fort Stanwix National Monument,FOST,Fort Stanwix
New York,19798228.0,42.9538,-75.5268,NY,Gateway National Recreation Area,GATE,Gateway
New York,19798228.0,42.9538,-75.5268,NY,General Grant National Memorial,GEGR,General Grant
New York,19798228.0,42.9538,-75.5268,NY,Governors Island National Monument,GOIS,Governors Island
New York,19798228.0,42.9538,-75.5268,NY,Hamilton Grange National Memorial,HAGR,Hamilton Grange
New York,19798228.0,42.9538,-75.5268,NY,Harriet Tubman National Historical Park,HART,Harriet Tubman
New York,19798228.0,42.9538,-75.5268,NY,Home of Franklin D. Roosevelt National Historic Site,HOFR,Home of Franklin D. Roosevelt
New York,19798228.0,42.9538,-75.5268,NY,Lower East Side Tenement Museum National Historic Site,LOEA,Lower East Side Tenement Museum
New York,19798228.0,42.9538,-75.5268,NY,Manhattan Sites ,MASI,Manhattan Sites
New York,19798228.0,42.9538,-75.5268,NY,Martin Van Buren National Historic Site,MAVA,Martin Van Buren
New York,19798228.0,42.9538,-75.5268,NY,North Country National Scenic Trail,NOCO,North Country
New York,19798228.0,42.9538,-75.5268,NY,National Parks of New York Harbor Management Unit ,NPNH,National Parks of New York Harbor Management Unit
New York,19798228.0,42.9538,-75.5268,NY,Roosevelt-Vanderbilt Headquarters ,ROVA,Roosevelt-Vanderbilt Headquarters
New York,19798228.0,42.9538,-75.5268,NY,Sagamore Hill National Historic Site,SAHI,Sagamore Hill
New York,19798228.0,42.9538,-75.5268,NY,Saint Paul's Church National Historic Site,SAPA,Saint Paul's Church
New York,19798228.0,42.9538,-75.5268,NY,Saratoga National Historical Park,SARA,Saratoga
New York,19798228.0,42.9538,-75.5268,NY,Statue of Liberty National Monument,STLI,Statue of Liberty
New York,19798228.0,42.9538,-75.5268,NY,Stonewall National Monument,STON,Stonewall
New York,19798228.0,42.9538,-75.5268,NY,Thomas Cole National Historic Site ,THCO,Thomas Cole National Historic Site
New York,19798228.0,42.9538,-75.5268,NY,Theodore Roosevelt Birthplace National Historic Site,THRB,Theodore Roosevelt Birthplace
New York,19798228.0,42.9538,-75.5268,NY,Theodore Roosevelt Inaugural National Historic Site,THRI,Theodore Roosevelt Inaugural
New York,19798228.0,42.9538,-75.5268,NY,Upper Delaware National Scenic and Recreation River,UPDE,Upper Delaware National Scenic and Recreation River
New York,19798228.0,42.9538,-75.5268,NY,Vanderbilt Mansion National Historic Site,VAMA,Vanderbilt Mansion
New York,19798228.0,42.9538,-75.5268,NY,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
New York,19798228.0,42.9538,-75.5268,NY,Women's Rights National Historical Park,WORI,Women's Rights
North Carolina,10052564.0,35.5557,-79.3877,NC,Appalachian National Scenic Trail,APPA,Appalachian
North Carolina,10052564.0,35.5557,-79.3877,NC,Blue Ridge Parkway,BLRI,Blue Ridge Parkway
North Carolina,10052564.0,35.5557,-79.3877,NC,Cape Hatteras National Seashore,CAHA,Cape Hatteras
North Carolina,10052564.0,35.5557,-79.3877,NC,Cape Lookout National Seashore,CALO,Cape Lookout
North Carolina,10052564.0,35.5557,-79.3877,NC,Carl Sandburg Home National Historic Site,CARL,Carl Sandburg Home
North Carolina,10052564.0,35.5557,-79.3877,NC,Fort Raleigh National Historic Site,FORA,Fort Raleigh
North Carolina,10052564.0,35.5557,-79.3877,NC,Great Smoky Mountains National Park,GRSM,Great Smoky Mountains
North Carolina,10052564.0,35.5557,-79.3877,NC,Guilford Courthouse National Military Park,GUCO,Guilford Courthouse
North Carolina,10052564.0,35.5557,-79.3877,NC,Moores Creek National Battlefield,MOCR,Moores Creek
North Carolina,10052564.0,35.5557,-79.3877,NC,Overmountain Victory National Historic Trail ,OVVI,Overmountain Victory
North Carolina,10052564.0,35.5557,-79.3877,NC,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
North Carolina,10052564.0,35.5557,-79.3877,NC,Wright Brothers National Memorial,WRBR,Wright Brothers
North Dakota,745475.0,47.4501,-100.4659,ND,Fort Union Trading Post National Historic Site,FOUS,Fort Union Trading Post
North Dakota,745475.0,47.4501,-100.4659,ND,International Peace Garden ,INPE,International Peace Garden
North Dakota,745475.0,47.4501,-100.4659,ND,Knife River Indian Villages National Historic Site,KNRI,Knife River Indian Villages
North Dakota,745475.0,47.4501,-100.4659,ND,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
North Dakota,745475.0,47.4501,-100.4659,ND,North Country National Scenic Trail,NOCO,North Country
North Dakota,745475.0,47.4501,-100.4659,ND,Theodore Roosevelt National Park,THRO,Theodore Roosevelt
Ohio,11609756.0,40.2862,-82.7937,OH,Charles Young Buffalo Soldiers National Monument,CHYO,Charles Young Buffalo Soldiers
Ohio,11609756.0,40.2862,-82.7937,OH,Cuyahoga Valley National Park,CUVA,Cuyahoga Valley
Ohio,11609756.0,40.2862,-82.7937,OH,Dayton Aviation Heritage National Historical Park,DAAV,Dayton Aviation Heritage
Ohio,11609756.0,40.2862,-82.7937,OH,David Berger National Memorial ,DABE,David Berger National Memorial
Ohio,11609756.0,40.2862,-82.7937,OH,Fallen Timbers Battlefield ,FATI,Fallen Timbers Battlefield
Ohio,11609756.0,40.2862,-82.7937,OH,First Ladies National Historic Site,FILA,First Ladies
Ohio,11609756.0,40.2862,-82.7937,OH,Hopewell Culture National Historical Park,HOCU,Hopewell Culture
Ohio,11609756.0,40.2862,-82.7937,OH,James A. Garfield National Historic Site,JAGA,James A. Garfield
Ohio,11609756.0,40.2862,-82.7937,OH,North Country National Scenic Trail,NOCO,North Country
Ohio,11609756.0,40.2862,-82.7937,OH,Perry's Victory and International Peace Memorial,PEVI,Perry's Victory and International Peace Memorial
Ohio,11609756.0,40.2862,-82.7937,OH,Warren G Harding National Memorial,WAHA,Warren G Harding
Ohio,11609756.0,40.2862,-82.7937,OH,William Howard Taft National Historic Site,WIHO,William Howard Taft
Oklahoma,3896251.0,35.5889,-97.4943,OK,Chickasaw National Recreation Area,CHIC,Chickasaw
Oklahoma,3896251.0,35.5889,-97.4943,OK,Fort Smith National Historic Site,FOSM,Fort Smith
Oklahoma,3896251.0,35.5889,-97.4943,OK,Oklahoma City National Memorial ,OKCI,Oklahoma City National Memorial
Oklahoma,3896251.0,35.5889,-97.4943,OK,Santa Fe National Historic Trail ,SAFE,Santa Fe
Oklahoma,3896251.0,35.5889,-97.4943,OK,Trail of Tears National Historic Trail ,TRTE,Trail of Tears
Oklahoma,3896251.0,35.5889,-97.4943,OK,Washita Battlefield National Historic Site,WABA,Washita Battlefield
Oregon,4025127.0,43.9336,-120.5583,OR,California National Historic Trail ,CALI,California
Oregon,4025127.0,43.9336,-120.5583,OR,Crater Lake National Park,CRLA,Crater Lake
Oregon,4025127.0,43.9336,-120.5583,OR,Fort Clatsop National Memorial,FOCL,Fort Clatsop
Oregon,4025127.0,43.9336,-120.5583,OR,John Day Fossil Beds National Monument,JODA,John Day Fossil Beds
Oregon,4025127.0,43.9336,-120.5583,OR,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
Oregon,4025127.0,43.9336,-120.5583,OR,Lewis and Clark National Historical Park,LEWI,Lewis and Clark
Oregon,4025127.0,43.9336,-120.5583,OR,McLoughlin House National Historic Site ,MCHO,McLoughlin House National Historic Site
Oregon,4025127.0,43.9336,-120.5583,OR,Nez Perce National Historical Park,NEPE,Nez Perce
Oregon,4025127.0,43.9336,-120.5583,OR,Oregon Caves National Monument,ORCA,Oregon Caves
Oregon,4025127.0,43.9336,-120.5583,OR,Oregon National Historic Trail ,OREG,Oregon
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Allegheny Portage Railroad National Historic Site,ALPO,Allegheny Portage Railroad
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Appalachian National Scenic Trail,APPA,Appalachian
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Benjamin Franklin National Memorial ,BEFR,Benjamin Franklin National Memorial
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Captain John Smith Chesapeake National Historic Trail,CAJO,Captain John Smith Chesapeake National Historic Trail
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Delaware National Scenic River,DELA,Delaware National Scenic River
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Delaware and Lehigh Navigation Canal National Heritage Corridor ,DELE,Delaware and Lehigh Navigation Canal National Heritage Corridor
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Delaware Water Gap National Recreation Area,DEWA,Delaware Water Gap
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Edgar Allan Poe National Historic Site,EDAL,Edgar Allan Poe
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Eisenhower National Historic Site,EISE,Eisenhower
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Flight 93 National Memorial,FLNI,Flight 93
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Fort Necessity National Battlefield,FONE,Fort Necessity
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Friendship Hill National Historic Site,FRHI,Friendship Hill
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Gettysburg National Cemetery,GETC,Gettysburg
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Gettysburg National Military Park,GETT,Gettysburg
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Gloria Dei (Old Swedes') Church National Historic Site ,GLDE,Gloria Dei (Old Swedes') Church National Historic Site
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Hopewell Furnace National Historic Site,HOFU,Hopewell Furnace
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Independence National Historical Park,INDE,Independence
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Johnstown Flood National Memorial,JOFL,Johnstown Flood
Pennsylvania,12790505.0,40.8781,-77.7996,PA,North Country National Scenic Trail,NOCO,North Country
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Potomac Heritage National Scenic Trail,POHE,Potomac Heritage
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Steamtown National Historic Site,STEA,Steamtown
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Thaddeus Kosciuszko National Memorial,THKO,Thaddeus Kosciuszko
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Upper Delaware National Scenic and Recreation River,UPDE,Upper Delaware National Scenic and Recreation River
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Valley Forge National Historical Park,VAFO,Valley Forge
Pennsylvania,12790505.0,40.8781,-77.7996,PA,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
Rhode Island,1056138.0,41.6762,-71.5562,RI,Blackstone River Valley National Heritage Corridor ,BLAC,Blackstone River Valley National Heritage Corridor
Rhode Island,1056138.0,41.6762,-71.5562,RI,Roger Williams National Memorial,ROWI,Roger Williams
Rhode Island,1056138.0,41.6762,-71.5562,RI,Touro Synagogue National Historic Site ,TOSY,Touro Synagogue National Historic Site
Rhode Island,1056138.0,41.6762,-71.5562,RI,Washington-Rochambeau Revolutionary Route National Historic Trail,WARO,Washington-Rochambeau Revolutionary Route National Historic Trail
South Carolina,4893444.0,33.9169,-80.8964,SC,Charles Pinckney National Historic Site,CHPI,Charles Pinckney
South Carolina,4893444.0,33.9169,-80.8964,SC,Congaree National Park,CONG,Congaree
South Carolina,4893444.0,33.9169,-80.8964,SC,Congaree National Park,COSW,Congaree
South Carolina,4893444.0,33.9169,-80.8964,SC,Cowpens National Battlefield,COWP,Cowpens
South Carolina,4893444.0,33.9169,-80.8964,SC,Fort Moultrie National Monument,FOMO,Fort Moultrie
South Carolina,4893444.0,33.9169,-80.8964,SC,Fort Sumter National Monument,FOSU,Fort Sumter
South Carolina,4893444.0,33.9169,-80.8964,SC,Historic Camden Revolutionary War Site ,HICA,Historic Camden Revolutionary War Site
South Carolina,4893444.0,33.9169,-80.8964,SC,Kings Mountain National Military Park,KIMO,Kings Mountain
South Carolina,4893444.0,33.9169,-80.8964,SC,Ninety Six National Historic Site,NISI,Ninety Six
South Carolina,4893444.0,33.9169,-80.8964,SC,Overmountain Victory National Historic Trail ,OVVI,Overmountain Victory
South Carolina,4893444.0,33.9169,-80.8964,SC,Reconstruction Era National Historical Park,REER,Reconstruction Era
South Dakota,855444.0,44.4443,-100.2263,SD,Badlands National Park,BADL,Badlands
South Dakota,855444.0,44.4443,-100.2263,SD,Jewel Cave National Monument,JECA,Jewel Cave
South Dakota,855444.0,44.4443,-100.2263,SD,Lewis and Clark National Historic Trail ,LECL,Lewis and Clark National Historic Trail
